Player,Nation,Pos,Squad,Age,Born,Matches Played,Game or games started by player,Minutes,90s Played90s played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG,npxG,xAG,"npxG + xAGNon-Penalty Expected Goals plus Assisted GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader",PrgC,PrgP,PrgR,Goals,Assists,Goals + Assists,Non-Penalty Goals,Non-Penalty Goals + Assists/90Goals plus Assists minus Penalty Kicks made per 90 minutes,xG,xAG,"xG + xAG/90Expected Goals plus Assisted Goals per 90 minutesxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader",npxG,"npxG + xAGNon-Penalty Expected Goals plus Assisted GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader.1",Matches,Season,90s,Cmp,Cmp,Cmp,Cmp,Att,Att,Att,Att,Cmp%,Cmp%,Cmp%,Cmp%,Tot,Prg,Cmp,Cmp,Cmp,Cmp,Att,Att,Att,Att,Cmp%,Cmp%,Cmp%,Cmp%,Cmp,Cmp,Cmp,Cmp,Att,Att,Att,Att,Cmp%,Cmp%,Cmp%,Cmp%,Cmp,Cmp,Cmp,Cmp,Att,Att,Att,Att,Cmp%,Cmp%,Cmp%,Cmp%,Ast,xA,Assists - xAGAssists minus Expected Goals Assisted,KP,1/3,PPA,CrsPA,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,npxG/Shot,"Goals - xGGoals minus Expected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","Non-Penalty Goals - npxGNon-Penalty Goals minus Non-Penalty Expected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.",Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,Tkl,Tkl,TklW,Tkl,Tkl,Tkl%,Lost,Blocks,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,TO,TO,Fld,Fld,Def,Def,GCA,GCA90,TO,TO,Fld,Fld,Def,Def,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Crosses,Interceptions,Tackles Won,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Won,Won%,GA,PKA,CK,OG,Post-Shot Expected Goals,Post-Shot Expected Goals per Shot on Target,PSxG-GAPost-Shot Expected Goals minus Goals AllowedPositive numbers suggest better luck or an above average ability to stop shotsPSxG is expected goals based on how likely the goalkeeper is to save the shotNote,PSxG-GA/90Post-Shot Expected Goals minus Goals Allowed per 90 minutesPositive numbers suggest better luck or an above average ability to stop shotsPSxG is expected goals based on how likely the goalkeeper is to save the shotNote,Att (GK),Thr,Launch%,Launch%,Avg,Avg,Avg,Launch%,Launch%,Avg,Avg,Avg,Opp,Stp,Stp%,#OPA,#OPA/90,Avg,Avg,Avg
Brian Gutiérrez,us USA,"FW,MF",Chicago Fire,19,2003,32,28,2388,26.5,0.08,0.23,0.3,0.08,0.0,0.0,0.08,0.0,0.15,0.15,0.17,0.32,2.15,6.0,5.47,0.08,0.23,0.3,0.08,0.3,0.15,0.17,0.33,0.15,0.33,Matches,2023,26.5,28.3,15.5,8.83,2.79,37.6,18.1,11.4,4.83,75.2,86.0,77.7,57.8,453.5,149.3,28.3,15.5,8.83,2.79,37.6,18.1,11.4,4.83,75.2,86.0,77.7,57.8,28.3,15.5,8.83,2.79,37.6,18.1,11.4,4.83,75.2,86.0,77.7,57.8,28.3,15.5,8.83,2.79,37.6,18.1,11.4,4.83,75.2,86.0,77.7,57.8,0.23,0.17,0.06,1.62,3.66,1.43,0.3,0.08,1.74,0.45,26.1,1.73,0.45,0.04,0.17,17.9,0.04,0.0,0.0,0.09,-0.08,-0.08,49.1,0.94,6.64,24.6,18.6,3.25,49.1,1.62,52.4,1.06,34.1,29.6,0.57,2.64,1.09,35.5,1.7,0.53,0.83,1.7,0.53,28.6,1.32,1.09,0.98,0.3,2.0,0.42,0.04,3.74,3.74,0.34,0.0,0.49,0.08,0.0,0.0,0.45,0.45,0.34,0.0,0.49,0.08,0.0,0.0,0.0,1.25,2.11,0.15,1.74,0.3,0.83,0.04,0.0,0.0,4.94,0.3,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cristián Gutiérrez,cl CHI,DF,Toronto FC,25,1997,6,4,244,2.7,0.0,0.37,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,1.48,1.11,4.44,0.0,0.37,0.37,0.0,0.37,0.01,0.12,0.12,0.01,0.12,Matches,2023,2.7,40.4,23.0,15.2,1.48,49.3,25.6,18.1,2.59,82.0,89.9,83.7,57.1,611.5,164.4,40.4,23.0,15.2,1.48,49.3,25.6,18.1,2.59,82.0,89.9,83.7,57.1,40.4,23.0,15.2,1.48,49.3,25.6,18.1,2.59,82.0,89.9,83.7,57.1,40.4,23.0,15.2,1.48,49.3,25.6,18.1,2.59,82.0,89.9,83.7,57.1,0.37,0.15,0.26,0.74,1.11,0.37,0.37,0.0,0.37,0.0,0.0,0.37,0.0,0.0,,14.4,0.0,0.0,0.0,0.02,0.0,0.0,57.8,2.59,23.0,21.9,13.0,1.48,57.8,0.74,50.0,0.74,50.0,31.9,0.37,0.74,0.37,36.7,0.74,0.74,0.0,0.74,0.74,50.0,0.74,1.48,1.48,1.85,2.59,0.74,0.0,1.11,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.37,1.48,1.85,0.0,0.0,0.0,0.0,5.93,0.37,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diego Gutierrez,us USA,"FW,MF",Portland Timbers,23,1999,9,3,246,2.7,0.0,0.37,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,2.96,1.85,6.67,0.0,0.37,0.37,0.0,0.37,0.02,0.06,0.07,0.02,0.07,Matches,2023,2.7,17.4,11.1,5.19,1.11,28.5,13.3,7.04,4.44,61.0,83.3,73.7,25.0,272.2,93.3,17.4,11.1,5.19,1.11,28.5,13.3,7.04,4.44,61.0,83.3,73.7,25.0,17.4,11.1,5.19,1.11,28.5,13.3,7.04,4.44,61.0,83.3,73.7,25.0,17.4,11.1,5.19,1.11,28.5,13.3,7.04,4.44,61.0,83.3,73.7,25.0,0.37,0.19,0.3,0.37,1.85,0.0,0.0,0.0,0.37,0.37,100.0,0.37,0.37,0.0,0.0,20.5,0.0,0.0,0.0,0.04,0.0,0.0,41.5,0.37,9.26,17.4,16.3,2.22,41.5,1.48,28.6,3.33,64.3,25.2,0.74,3.33,1.48,26.7,0.74,0.37,0.37,0.74,0.37,33.3,0.74,0.0,0.0,1.11,1.85,0.74,0.0,1.48,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,1.11,0.0,4.81,1.11,0.37,0.0,0.0,0.0,4.81,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Felipe Gutiérrez,cl CHI,MF,Sporting KC,32,1990,8,4,293,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.09,0.09,0.09,0.18,1.21,4.85,2.42,0.0,0.0,0.0,0.0,0.0,0.1,0.09,0.19,0.1,0.19,Matches,2023,3.3,44.2,20.0,17.9,4.55,51.8,21.8,18.8,6.67,85.4,91.7,95.2,68.2,777.0,177.3,44.2,20.0,17.9,4.55,51.8,21.8,18.8,6.67,85.4,91.7,95.2,68.2,44.2,20.0,17.9,4.55,51.8,21.8,18.8,6.67,85.4,91.7,95.2,68.2,44.2,20.0,17.9,4.55,51.8,21.8,18.8,6.67,85.4,91.7,95.2,68.2,0.0,0.09,-0.09,1.82,4.24,0.61,0.0,0.0,2.12,0.91,42.9,2.15,0.92,0.0,0.0,28.8,0.61,0.0,0.0,0.05,-0.09,-0.09,60.6,0.61,6.97,37.3,16.7,1.52,60.6,0.91,100.0,0.0,0.0,39.4,0.0,1.82,1.52,44.5,2.42,0.61,1.52,2.42,0.61,33.3,1.21,0.3,0.3,0.91,3.33,0.91,0.0,3.64,3.69,0.3,0.0,0.3,0.0,0.3,0.0,0.3,0.31,0.3,0.0,0.3,0.0,0.3,0.0,0.0,1.52,1.52,0.0,2.12,0.91,1.52,0.0,0.0,0.0,5.76,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Gutman,us USA,DF,Atlanta Utd,26,1996,18,16,1385,15.4,0.19,0.13,0.32,0.19,0.0,0.0,0.19,0.06,0.11,0.11,0.14,0.24,1.75,5.39,4.16,0.19,0.13,0.32,0.19,0.32,0.11,0.14,0.24,0.11,0.24,Matches,2023,15.4,47.1,23.5,18.8,3.7,56.8,26.4,21.5,5.97,83.0,89.2,87.3,62.0,781.4,267.7,47.1,23.5,18.8,3.7,56.8,26.4,21.5,5.97,83.0,89.2,87.3,62.0,47.1,23.5,18.8,3.7,56.8,26.4,21.5,5.97,83.0,89.2,87.3,62.0,47.1,23.5,18.8,3.7,56.8,26.4,21.5,5.97,83.0,89.2,87.3,62.0,0.13,0.13,-0.01,0.91,3.31,1.1,0.39,0.19,0.97,0.39,40.0,0.97,0.39,0.2,0.5,15.4,0.0,0.0,0.0,0.11,0.08,0.08,68.0,3.64,20.6,33.2,14.9,2.27,68.0,1.1,43.6,1.36,53.8,36.1,0.45,1.17,0.45,41.4,2.01,1.3,1.17,2.01,1.3,58.8,0.91,1.3,0.71,0.84,2.86,1.95,0.0,2.53,2.53,0.13,0.06,0.0,0.0,0.06,0.0,0.45,0.45,0.13,0.06,0.0,0.0,0.06,0.0,0.0,1.17,1.1,0.0,1.62,0.84,1.17,0.0,0.06,0.0,5.97,1.43,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Gutman,us USA,DF,Colorado Rapids,26,1996,12,12,1008,11.2,0.09,0.0,0.09,0.09,0.0,0.0,0.09,0.0,0.06,0.06,0.03,0.09,2.41,2.95,3.66,0.09,0.0,0.09,0.09,0.09,0.06,0.03,0.09,0.06,0.09,Matches,2023,11.2,28.0,13.7,11.0,2.41,37.9,16.1,13.8,5.89,74.1,85.0,79.4,40.9,461.9,167.0,28.0,13.7,11.0,2.41,37.9,16.1,13.8,5.89,74.1,85.0,79.4,40.9,28.0,13.7,11.0,2.41,37.9,16.1,13.8,5.89,74.1,85.0,79.4,40.9,28.0,13.7,11.0,2.41,37.9,16.1,13.8,5.89,74.1,85.0,79.4,40.9,0.0,0.04,-0.03,0.71,2.5,0.89,0.09,0.09,1.43,0.27,18.8,1.43,0.27,0.06,0.33,19.4,0.0,0.0,0.0,0.04,0.03,0.03,52.0,4.73,19.0,19.4,14.6,2.23,52.0,1.7,52.8,1.43,44.4,26.6,0.63,1.43,0.36,25.9,1.88,1.43,1.34,1.88,1.43,59.3,0.98,1.16,0.89,1.34,3.21,2.77,0.0,2.23,2.23,0.45,0.0,0.09,0.09,0.18,0.0,0.18,0.18,0.45,0.0,0.09,0.09,0.18,0.0,0.0,0.98,1.34,0.18,1.34,1.34,1.34,0.0,0.0,0.0,5.89,1.16,61.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brad Guzan,us USA,GK,Atlanta Utd,38,1984,27,27,2430,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023,27.0,28.0,5.19,12.2,10.4,35.7,5.22,12.3,17.9,78.2,99.3,99.4,58.2,768.7,511.2,28.0,5.19,12.2,10.4,35.7,5.22,12.3,17.9,78.2,99.3,99.4,58.2,28.0,5.19,12.2,10.4,35.7,5.22,12.3,17.9,78.2,99.3,99.4,58.2,28.0,5.19,12.2,10.4,35.7,5.22,12.3,17.9,78.2,99.3,99.4,58.2,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,37.3,33.2,37.1,0.11,0.0,0.0,37.3,0.0,0.0,0.0,0.0,20.3,0.0,0.04,0.0,17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.19,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.22,100.0,1.44,0.04,0.04,0.0,1.27,0.33,-0.18,-0.18,27.7,4.0,31.6,43.5,32.5,36.2,14.3,31.6,43.5,32.5,36.2,14.3,13.9,0.81,5.9,1.04,1.04,32.5,36.2,14.3
Justin Haak,us USA,"DF,MF",NYCFC,21,2001,14,10,911,10.1,0.1,0.0,0.1,0.1,0.0,0.0,0.3,0.0,0.01,0.01,0.01,0.02,0.89,3.76,0.4,0.1,0.0,0.1,0.1,0.1,0.01,0.01,0.02,0.01,0.02,Matches,2023,10.1,47.0,17.9,25.2,3.47,52.8,19.4,27.2,4.46,89.1,92.3,92.7,77.8,862.8,276.1,47.0,17.9,25.2,3.47,52.8,19.4,27.2,4.46,89.1,92.3,92.7,77.8,47.0,17.9,25.2,3.47,52.8,19.4,27.2,4.46,89.1,92.3,92.7,77.8,47.0,17.9,25.2,3.47,52.8,19.4,27.2,4.46,89.1,92.3,92.7,77.8,0.0,0.01,-0.01,0.2,2.28,0.2,0.0,0.1,0.1,0.1,100.0,0.1,0.1,1.0,1.0,18.4,0.0,0.0,0.0,0.1,0.09,0.09,61.7,6.24,27.4,32.4,2.28,0.2,61.7,0.4,80.0,0.1,20.0,38.3,0.1,0.1,0.5,41.9,1.09,0.69,0.79,1.09,0.69,58.3,0.5,0.89,0.5,1.98,3.07,3.56,0.2,0.59,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.99,0.0,0.1,1.98,0.79,0.0,0.0,0.0,5.94,2.18,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke Haakenson,us USA,"MF,FW",Nashville SC,25,1997,14,2,272,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.07,0.07,0.07,0.13,0.67,0.67,5.33,0.0,0.0,0.0,0.0,0.0,0.07,0.06,0.12,0.07,0.12,Matches,2023,3.0,16.3,10.7,4.0,0.67,25.7,15.0,6.33,1.33,63.6,71.1,63.2,50.0,220.3,73.7,16.3,10.7,4.0,0.67,25.7,15.0,6.33,1.33,63.6,71.1,63.2,50.0,16.3,10.7,4.0,0.67,25.7,15.0,6.33,1.33,63.6,71.1,63.2,50.0,16.3,10.7,4.0,0.67,25.7,15.0,6.33,1.33,63.6,71.1,63.2,50.0,0.0,0.1,-0.07,1.0,1.67,0.33,0.0,0.0,0.67,0.0,0.0,0.66,0.0,0.0,,9.2,0.0,0.0,0.0,0.1,-0.07,-0.07,36.3,1.33,7.33,15.0,15.0,3.0,36.3,0.0,0.0,0.67,50.0,22.0,0.0,1.67,1.33,22.3,1.67,0.67,0.67,1.67,0.67,28.6,1.67,0.67,0.33,0.67,2.33,0.67,0.0,1.33,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.33,0.33,0.67,0.67,0.67,0.0,0.0,0.0,4.33,1.67,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teenage Hadebe,zw ZIM,DF,Houston Dynamo,27,1995,12,12,1035,11.5,0.09,0.0,0.09,0.09,0.0,0.0,0.09,0.0,0.03,0.03,0.01,0.03,0.0,2.35,0.09,0.09,0.0,0.09,0.09,0.09,0.03,0.01,0.04,0.03,0.04,Matches,2023,11.5,50.6,18.0,26.8,5.3,56.9,19.0,28.1,8.7,89.0,95.0,95.4,61.0,964.6,395.9,50.6,18.0,26.8,5.3,56.9,19.0,28.1,8.7,89.0,95.0,95.4,61.0,50.6,18.0,26.8,5.3,56.9,19.0,28.1,8.7,89.0,95.0,95.4,61.0,50.6,18.0,26.8,5.3,56.9,19.0,28.1,8.7,89.0,95.0,95.4,61.0,0.0,0.03,-0.01,0.09,1.65,0.17,0.09,0.09,0.09,0.09,100.0,0.09,0.09,1.0,1.0,5.5,0.0,0.0,0.0,0.32,0.06,0.06,67.2,12.4,42.7,23.5,1.13,0.52,67.2,0.17,100.0,0.0,0.0,40.4,0.0,0.52,0.17,47.7,0.78,0.35,0.43,0.78,0.35,28.6,0.87,1.91,0.26,1.13,1.91,4.96,0.09,0.26,0.26,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.52,0.35,0.17,0.09,1.13,0.43,0.0,0.09,0.0,4.43,1.39,59.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Hagglund,us USA,DF,FC Cincinnati,30,1992,27,26,2154,23.9,0.04,0.0,0.04,0.04,0.0,0.0,0.08,0.04,0.03,0.03,0.02,0.05,0.71,3.18,0.29,0.04,0.0,0.04,0.04,0.04,0.03,0.02,0.05,0.03,0.05,Matches,2023,23.9,35.9,13.0,19.5,3.1,43.6,14.8,22.0,5.98,82.3,88.1,89.0,51.7,666.7,293.6,35.9,13.0,19.5,3.1,43.6,14.8,22.0,5.98,82.3,88.1,89.0,51.7,35.9,13.0,19.5,3.1,43.6,14.8,22.0,5.98,82.3,88.1,89.0,51.7,35.9,13.0,19.5,3.1,43.6,14.8,22.0,5.98,82.3,88.1,89.0,51.7,0.0,0.04,-0.02,0.17,3.97,0.17,0.04,0.04,0.33,0.04,12.5,0.33,0.04,0.13,1.0,10.0,0.0,0.0,0.0,0.08,0.01,0.01,53.6,6.95,26.8,24.2,2.85,0.88,53.6,0.04,50.0,0.0,0.0,26.8,0.0,0.63,0.04,33.2,1.17,0.59,0.75,1.17,0.59,58.3,0.42,1.0,0.5,1.34,2.51,4.77,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.54,0.04,0.08,1.34,0.75,0.0,0.04,0.0,4.1,3.18,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maren Haile-Selassie,ch SUI,"FW,DF",Chicago Fire,23,1999,32,20,1910,21.2,0.28,0.14,0.42,0.28,0.0,0.0,0.05,0.0,0.18,0.18,0.14,0.32,2.69,3.11,8.02,0.28,0.14,0.42,0.28,0.42,0.18,0.14,0.32,0.18,0.32,Matches,2023,21.2,24.2,14.3,6.7,1.51,30.9,16.4,8.4,3.25,78.2,87.4,79.8,46.4,344.9,96.0,24.2,14.3,6.7,1.51,30.9,16.4,8.4,3.25,78.2,87.4,79.8,46.4,24.2,14.3,6.7,1.51,30.9,16.4,8.4,3.25,78.2,87.4,79.8,46.4,24.2,14.3,6.7,1.51,30.9,16.4,8.4,3.25,78.2,87.4,79.8,46.4,0.14,0.14,0.0,1.65,1.65,1.27,0.24,0.28,1.23,0.57,46.2,1.23,0.57,0.23,0.5,15.6,0.09,0.0,0.0,0.15,0.1,0.1,41.1,0.99,6.04,15.7,20.1,3.4,41.1,1.13,34.8,1.98,60.9,25.2,0.9,1.7,0.8,28.1,1.37,0.57,0.9,1.37,0.57,52.2,0.52,0.61,0.57,0.85,2.22,0.71,0.0,3.16,3.16,0.24,0.0,0.05,0.05,0.05,0.0,0.33,0.33,0.24,0.0,0.05,0.05,0.05,0.0,0.0,0.66,0.75,0.57,2.88,0.85,0.9,0.0,0.0,0.05,5.05,0.09,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julian Hall,us USA,FW,NY Red Bulls,14,2008,1,0,10,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023,0.1,0.0,0.0,0.0,0.0,20.0,0.0,10.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,10.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,10.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,10.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,40.0,0.0,20.0,20.0,0.0,0.0,40.0,0.0,,0.0,,30.0,0.0,20.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Halliday,us USA,DF,Orlando City,20,2003,18,9,853,9.5,0.0,0.21,0.21,0.0,0.0,0.0,0.21,0.0,0.04,0.04,0.12,0.16,2.0,1.58,5.89,0.0,0.21,0.21,0.0,0.21,0.04,0.11,0.15,0.04,0.15,Matches,2023,9.5,29.2,14.1,12.2,1.68,39.2,16.1,16.0,3.68,74.5,87.6,76.3,45.7,463.7,127.9,29.2,14.1,12.2,1.68,39.2,16.1,16.0,3.68,74.5,87.6,76.3,45.7,29.2,14.1,12.2,1.68,39.2,16.1,16.0,3.68,74.5,87.6,76.3,45.7,29.2,14.1,12.2,1.68,39.2,16.1,16.0,3.68,74.5,87.6,76.3,45.7,0.21,0.12,0.09,1.16,0.63,0.53,0.32,0.0,0.32,0.0,0.0,0.32,0.0,0.0,,14.9,0.0,0.0,0.0,0.13,-0.04,-0.04,50.2,5.16,19.2,18.0,13.5,2.53,50.2,0.42,36.4,0.53,45.5,21.8,0.74,1.16,0.11,24.3,2.11,1.26,1.05,2.11,1.26,60.0,0.84,1.79,1.47,0.95,3.05,3.47,0.0,1.68,1.69,0.0,0.0,0.11,0.0,0.0,0.0,0.21,0.21,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.74,0.32,0.0,2.84,0.95,1.05,0.0,0.0,0.0,6.74,1.16,64.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bret Halsey,us USA,DF,FC Cincinnati,22,2000,10,2,231,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.08,0.08,0.12,0.23,1.92,2.31,7.31,0.0,0.0,0.0,0.0,0.0,0.09,0.13,0.22,0.09,0.22,Matches,2023,2.6,36.9,23.8,10.8,1.54,45.8,25.0,15.8,2.69,80.7,95.4,68.3,57.1,521.9,170.0,36.9,23.8,10.8,1.54,45.8,25.0,15.8,2.69,80.7,95.4,68.3,57.1,36.9,23.8,10.8,1.54,45.8,25.0,15.8,2.69,80.7,95.4,68.3,57.1,36.9,23.8,10.8,1.54,45.8,25.0,15.8,2.69,80.7,95.4,68.3,57.1,0.0,0.15,-0.12,1.15,0.77,0.77,0.0,0.0,1.15,0.38,33.3,1.17,0.39,0.0,0.0,12.1,0.0,0.0,0.0,0.08,-0.08,-0.08,55.8,1.92,15.4,19.2,21.5,3.85,55.8,0.0,0.0,1.15,60.0,27.7,0.77,0.77,0.0,32.3,2.31,1.54,1.92,2.31,1.54,44.4,1.92,1.15,0.77,0.38,2.69,1.54,0.0,3.46,3.51,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.77,0.0,2.31,0.38,1.92,0.0,0.0,0.0,6.15,0.77,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ahmed Hamdi,eg EGY,"MF,FW",CF Montréal,24,1998,13,4,474,5.3,0.19,0.0,0.19,0.19,0.0,0.0,0.19,0.0,0.08,0.08,0.08,0.15,2.45,4.34,3.02,0.19,0.0,0.19,0.19,0.19,0.07,0.08,0.15,0.07,0.15,Matches,2023,5.3,28.3,16.4,9.62,1.51,37.7,19.4,11.9,2.64,75.0,84.5,81.0,57.1,444.2,123.8,28.3,16.4,9.62,1.51,37.7,19.4,11.9,2.64,75.0,84.5,81.0,57.1,28.3,16.4,9.62,1.51,37.7,19.4,11.9,2.64,75.0,84.5,81.0,57.1,28.3,16.4,9.62,1.51,37.7,19.4,11.9,2.64,75.0,84.5,81.0,57.1,0.0,0.09,-0.08,1.13,2.83,0.75,0.0,0.19,0.94,0.57,60.0,0.95,0.57,0.2,0.33,19.0,0.0,0.0,0.0,0.07,0.11,0.11,51.7,0.38,9.43,26.0,17.2,3.58,51.7,1.13,25.0,3.02,66.7,29.2,1.32,2.45,0.57,31.7,3.02,0.57,0.94,3.02,0.57,27.3,1.51,1.32,1.32,0.19,3.21,0.75,0.0,2.64,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.38,0.0,0.19,0.19,0.94,0.0,0.0,0.0,5.85,0.38,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yosuke Hanya,jp JPN,"FW,MF",Colorado Rapids,24,1999,2,0,48,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,4.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.29,0.29,0.29,Matches,2023,0.5,14.0,6.0,6.0,2.0,22.0,8.0,10.0,4.0,63.6,75.0,60.0,50.0,204.0,12.0,14.0,6.0,6.0,2.0,22.0,8.0,10.0,4.0,63.6,75.0,60.0,50.0,14.0,6.0,6.0,2.0,22.0,8.0,10.0,4.0,63.6,75.0,60.0,50.0,14.0,6.0,6.0,2.0,22.0,8.0,10.0,4.0,63.6,75.0,60.0,50.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.87,0.0,0.0,,5.3,0.0,0.0,0.0,0.15,-0.4,-0.4,30.0,0.0,0.0,14.0,16.0,4.0,30.0,0.0,,0.0,,16.0,0.0,4.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
