Player,Nation,Pos,Squad,Age,Born,Matches Played,Game or games started by player,Minutes,90s Played90s played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG,npxG,xAG,"npxG + xAGNon-Penalty Expected Goals plus Assisted GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader",PrgC,PrgP,PrgR,Goals,Assists,Goals + Assists,Non-Penalty Goals,Non-Penalty Goals + Assists/90Goals plus Assists minus Penalty Kicks made per 90 minutes,xG,xAG,"xG + xAG/90Expected Goals plus Assisted Goals per 90 minutesxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader",npxG,"npxG + xAGNon-Penalty Expected Goals plus Assisted GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader.1",Matches,Season,90s,Cmp,Cmp,Cmp,Cmp,Att,Att,Att,Att,Cmp%,Cmp%,Cmp%,Cmp%,Tot,Prg,Cmp,Cmp,Cmp,Cmp,Att,Att,Att,Att,Cmp%,Cmp%,Cmp%,Cmp%,Cmp,Cmp,Cmp,Cmp,Att,Att,Att,Att,Cmp%,Cmp%,Cmp%,Cmp%,Cmp,Cmp,Cmp,Cmp,Att,Att,Att,Att,Cmp%,Cmp%,Cmp%,Cmp%,Ast,xA,Assists - xAGAssists minus Expected Goals Assisted,KP,1/3,PPA,CrsPA,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,npxG/Shot,"Goals - xGGoals minus Expected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","Non-Penalty Goals - npxGNon-Penalty Goals minus Non-Penalty Expected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.",Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,Tkl,Tkl,TklW,Tkl,Tkl,Tkl%,Lost,Blocks,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,TO,TO,Fld,Fld,Def,Def,GCA,GCA90,TO,TO,Fld,Fld,Def,Def,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Crosses,Interceptions,Tackles Won,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Won,Won%,GA,PKA,CK,OG,Post-Shot Expected Goals,Post-Shot Expected Goals per Shot on Target,PSxG-GAPost-Shot Expected Goals minus Goals AllowedPositive numbers suggest better luck or an above average ability to stop shotsPSxG is expected goals based on how likely the goalkeeper is to save the shotNote,PSxG-GA/90Post-Shot Expected Goals minus Goals Allowed per 90 minutesPositive numbers suggest better luck or an above average ability to stop shotsPSxG is expected goals based on how likely the goalkeeper is to save the shotNote,Att (GK),Thr,Launch%,Launch%,Avg,Avg,Avg,Launch%,Launch%,Avg,Avg,Avg,Opp,Stp,Stp%,#OPA,#OPA/90,Avg,Avg,Avg
Tayvon Gray,jm JAM,DF,NYCFC,23-107,2002,26,22,1756,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.02,0.02,0.1,0.12,1.28,4.62,2.51,0.0,0.0,0.0,0.0,0.0,0.01,0.1,0.12,0.01,0.12,Matches,2025,19.5,56.0,24.1,26.0,4.67,68.1,26.1,29.4,9.64,82.3,92.3,88.5,48.4,997.1,348.4,56.0,24.1,26.0,4.67,68.1,26.1,29.4,9.64,82.3,92.3,88.5,48.4,56.0,24.1,26.0,4.67,68.1,26.1,29.4,9.64,82.3,92.3,88.5,48.4,56.0,24.1,26.0,4.67,68.1,26.1,29.4,9.64,82.3,92.3,88.5,48.4,0.0,0.13,-0.1,0.82,5.69,1.03,0.21,0.0,0.46,0.15,33.3,0.46,0.15,0.0,0.0,22.5,0.0,0.0,0.0,0.03,-0.02,-0.02,78.4,3.85,27.0,40.3,11.7,0.72,78.4,0.62,66.7,0.26,27.8,40.7,0.1,0.97,0.62,50.8,2.26,1.13,1.49,2.26,1.13,73.3,0.41,1.59,1.18,0.82,3.08,3.13,0.1,1.95,1.95,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.23,1.49,0.05,2.15,0.82,1.49,0.0,0.05,0.0,5.03,1.33,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julian Gressel,us USA,"DF,MF",Minnesota Utd,31-353,1993,21,12,1086,12.1,0.08,0.25,0.33,0.08,0.0,0.0,0.17,0.0,0.05,0.05,0.16,0.21,0.66,2.07,2.98,0.08,0.25,0.33,0.08,0.33,0.05,0.16,0.21,0.05,0.21,Matches,2025,12.1,26.9,12.3,9.75,3.72,37.4,14.1,12.7,8.6,71.7,87.1,76.6,43.3,476.7,144.5,26.9,12.3,9.75,3.72,37.4,14.1,12.7,8.6,71.7,87.1,76.6,43.3,26.9,12.3,9.75,3.72,37.4,14.1,12.7,8.6,71.7,87.1,76.6,43.3,26.9,12.3,9.75,3.72,37.4,14.1,12.7,8.6,71.7,87.1,76.6,43.3,0.25,0.18,0.09,1.32,1.07,0.91,0.5,0.08,0.83,0.25,30.0,0.83,0.25,0.1,0.33,24.2,0.0,0.0,0.0,0.06,0.03,0.03,47.1,3.06,14.0,18.8,14.7,0.83,47.1,0.33,50.0,0.25,37.5,22.5,0.08,1.07,0.08,26.2,2.31,1.32,1.32,2.31,1.32,64.0,0.74,0.91,0.41,0.74,3.06,2.64,0.0,1.9,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.5,0.08,6.12,0.74,1.32,0.0,0.0,0.0,4.13,0.74,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuri Guboglo,ht HAI,"DF,FW",CF Montréal,18-259,2007,23,10,1011,11.2,0.0,0.09,0.09,0.0,0.0,0.0,0.09,0.0,0.02,0.02,0.04,0.05,2.95,1.7,5.71,0.0,0.09,0.09,0.0,0.09,0.02,0.04,0.05,0.02,0.05,Matches,2025,11.2,25.3,14.9,9.2,0.54,31.9,16.9,11.1,2.05,79.3,88.4,83.1,26.1,373.7,96.3,25.3,14.9,9.2,0.54,31.9,16.9,11.1,2.05,79.3,88.4,83.1,26.1,25.3,14.9,9.2,0.54,31.9,16.9,11.1,2.05,79.3,88.4,83.1,26.1,25.3,14.9,9.2,0.54,31.9,16.9,11.1,2.05,79.3,88.4,83.1,26.1,0.09,0.04,0.05,0.54,0.89,0.63,0.54,0.0,0.54,0.18,33.3,0.53,0.18,0.0,0.0,13.9,0.0,0.0,0.0,0.03,-0.02,-0.02,43.4,2.77,13.0,17.0,13.8,2.23,43.4,1.52,47.2,1.61,50.0,25.0,1.25,1.43,0.98,26.2,2.05,0.8,1.25,2.05,0.8,50.0,0.8,0.89,0.63,0.27,2.32,2.5,0.0,1.34,1.33,0.09,0.0,0.09,0.09,0.0,0.0,0.18,0.18,0.09,0.0,0.09,0.09,0.0,0.0,0.0,1.7,1.61,0.0,2.23,0.27,1.25,0.0,0.0,0.0,4.2,0.63,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gage Guerra,,"FW,MF",Portland Timbers,22-348,2002,6,0,133,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.07,0.2,0.67,0.67,7.33,0.0,0.0,0.0,0.0,0.0,0.19,0.04,0.23,0.19,0.23,Matches,2025,1.5,22.7,14.7,5.33,0.0,32.0,15.3,8.67,0.67,70.8,95.7,61.5,0.0,268.0,53.3,22.7,14.7,5.33,0.0,32.0,15.3,8.67,0.67,70.8,95.7,61.5,0.0,22.7,14.7,5.33,0.0,32.0,15.3,8.67,0.67,70.8,95.7,61.5,0.0,22.7,14.7,5.33,0.0,32.0,15.3,8.67,0.67,70.8,95.7,61.5,0.0,0.0,0.0,-0.07,0.67,1.33,0.0,0.0,0.0,2.0,0.0,0.0,2.03,0.0,0.0,,8.2,0.0,0.0,0.0,0.09,-0.2,-0.2,40.7,0.0,2.0,18.7,20.0,4.0,40.7,0.0,0.0,0.67,100.0,16.7,0.0,2.67,2.0,26.7,0.67,0.0,0.67,0.67,0.0,0.0,0.67,0.67,0.67,1.33,2.0,0.0,0.0,0.67,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.67,0.67,3.33,1.33,0.67,0.0,0.0,0.0,6.0,4.0,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colin Guske,us USA,"MF,FW",Orlando City,18-309,2007,5,0,16,0.2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2025,0.2,75.0,40.0,30.0,5.0,75.0,40.0,30.0,5.0,100.0,100.0,100.0,100.0,1340.0,440.0,75.0,40.0,30.0,5.0,75.0,40.0,30.0,5.0,100.0,100.0,100.0,100.0,75.0,40.0,30.0,5.0,75.0,40.0,30.0,5.0,100.0,100.0,100.0,100.0,75.0,40.0,30.0,5.0,75.0,40.0,30.0,5.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,115.0,5.0,35.0,65.0,15.0,5.0,115.0,0.0,,0.0,,65.0,5.0,5.0,0.0,65.0,5.0,0.0,0.0,5.0,0.0,,0.0,5.0,5.0,0.0,5.0,10.0,0.0,5.0,5.63,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raul Gustavo,br BRA,DF,NYCFC,26-224,1999,5,5,419,4.7,0.0,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.04,1.28,3.4,0.85,0.0,0.21,0.21,0.0,0.21,0.01,0.03,0.04,0.01,0.04,Matches,2025,4.7,49.1,17.7,26.2,4.68,61.7,20.2,30.4,10.0,79.7,87.4,86.0,46.8,935.7,358.3,49.1,17.7,26.2,4.68,61.7,20.2,30.4,10.0,79.7,87.4,86.0,46.8,49.1,17.7,26.2,4.68,61.7,20.2,30.4,10.0,79.7,87.4,86.0,46.8,49.1,17.7,26.2,4.68,61.7,20.2,30.4,10.0,79.7,87.4,86.0,46.8,0.21,0.02,0.19,0.64,4.04,0.43,0.43,0.0,0.64,0.0,0.0,0.64,0.0,0.0,,16.5,0.0,0.0,0.0,0.02,-0.02,-0.02,74.9,7.66,34.9,34.3,6.17,1.06,74.9,0.43,33.3,0.85,66.7,45.1,0.43,1.06,0.43,47.4,2.13,1.49,1.7,2.13,1.49,77.8,0.43,1.06,0.64,0.85,2.98,5.74,0.0,1.7,1.71,0.21,0.0,0.21,0.0,0.0,0.0,0.43,0.43,0.21,0.0,0.21,0.0,0.0,0.0,0.0,0.64,0.64,0.21,0.43,0.85,1.7,0.0,0.0,0.0,2.55,2.98,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Gutiérrez,us USA,"MF,FW",Chicago Fire,22-170,2003,29,24,2045,22.7,0.4,0.13,0.53,0.31,0.09,0.09,0.26,0.04,0.3,0.23,0.21,0.44,2.51,7.53,3.96,0.4,0.13,0.53,0.31,0.44,0.3,0.21,0.52,0.23,0.45,Matches,2025,22.7,38.6,20.2,15.0,2.78,47.1,22.6,17.0,5.46,82.0,89.6,88.3,50.8,633.3,242.2,38.6,20.2,15.0,2.78,47.1,22.6,17.0,5.46,82.0,89.6,88.3,50.8,38.6,20.2,15.0,2.78,47.1,22.6,17.0,5.46,82.0,89.6,88.3,50.8,38.6,20.2,15.0,2.78,47.1,22.6,17.0,5.46,82.0,89.6,88.3,50.8,0.13,0.2,-0.08,2.25,5.02,2.03,0.13,0.4,2.91,1.19,40.9,2.9,1.19,0.11,0.26,22.5,0.09,0.09,0.09,0.08,0.09,0.07,60.2,1.15,10.9,30.6,20.0,3.35,60.1,1.67,44.7,1.85,49.4,34.9,0.84,1.98,1.1,44.1,1.72,0.66,0.97,1.72,0.66,50.0,0.66,1.1,0.88,0.93,2.64,0.44,0.0,5.33,5.33,0.26,0.04,0.44,0.0,0.13,0.0,0.57,0.57,0.26,0.04,0.44,0.0,0.13,0.0,0.0,1.5,1.63,0.04,0.93,0.93,0.97,0.04,0.0,0.0,5.77,0.26,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Gutman,us USA,DF,Chicago Fire,29-063,1996,34,34,2863,31.8,0.09,0.25,0.35,0.09,0.0,0.0,0.13,0.0,0.1,0.1,0.14,0.25,1.54,3.68,4.53,0.09,0.25,0.35,0.09,0.35,0.11,0.14,0.25,0.11,0.25,Matches,2025,31.8,35.9,17.5,14.9,2.86,45.3,19.5,18.0,5.72,79.4,89.9,82.7,50.0,604.4,250.6,35.9,17.5,14.9,2.86,45.3,19.5,18.0,5.72,79.4,89.9,82.7,50.0,35.9,17.5,14.9,2.86,45.3,19.5,18.0,5.72,79.4,89.9,82.7,50.0,35.9,17.5,14.9,2.86,45.3,19.5,18.0,5.72,79.4,89.9,82.7,50.0,0.25,0.08,0.11,0.88,2.36,1.07,0.09,0.09,1.19,0.25,21.1,1.19,0.25,0.08,0.38,16.0,0.0,0.0,0.0,0.09,-0.01,-0.01,57.0,4.87,24.6,19.4,13.6,2.42,57.0,0.19,22.2,0.6,70.4,27.5,0.57,1.07,0.47,33.8,1.82,0.94,1.1,1.82,0.94,61.2,0.6,0.97,0.5,1.16,2.99,3.74,0.06,2.14,2.14,0.0,0.0,0.06,0.06,0.06,0.0,0.47,0.47,0.0,0.0,0.06,0.06,0.06,0.0,0.0,0.91,0.72,0.31,1.23,1.16,1.1,0.06,0.03,0.0,4.4,1.42,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brad Guzan,us USA,GK,Atlanta Utd,41-086,1984,26,26,2340,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2025,26.0,26.2,4.77,13.7,7.62,32.7,4.81,13.9,13.7,80.1,99.2,98.6,55.5,685.6,472.5,26.2,4.77,13.7,7.62,32.7,4.81,13.9,13.7,80.1,99.2,98.6,55.5,26.2,4.77,13.7,7.62,32.7,4.81,13.9,13.7,80.1,99.2,98.6,55.5,26.2,4.77,13.7,7.62,32.7,4.81,13.9,13.7,80.1,99.2,98.6,55.5,0.0,0.0,0.0,0.04,0.42,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,35.2,28.2,34.8,0.35,0.0,0.0,35.2,0.0,,0.0,,18.9,0.0,0.08,0.0,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.38,0.15,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.08,66.7,1.88,0.23,0.19,0.0,1.68,0.29,-0.21,-0.21,25.5,4.73,27.0,41.2,30.7,36.9,15.4,27.0,41.2,30.7,36.9,15.4,11.2,0.31,2.7,1.27,1.27,30.7,36.9,15.4
Justin Haak,us USA,"DF,MF",NYCFC,24-083,2001,34,34,3008,33.4,0.03,0.12,0.15,0.03,0.0,0.0,0.18,0.0,0.03,0.03,0.06,0.1,1.02,4.22,0.84,0.03,0.12,0.15,0.03,0.15,0.03,0.06,0.1,0.03,0.1,Matches,2025,33.4,51.5,18.7,28.9,2.96,58.5,20.3,31.1,5.3,87.9,91.9,93.0,55.9,917.7,341.0,51.5,18.7,28.9,2.96,58.5,20.3,31.1,5.3,87.9,91.9,93.0,55.9,51.5,18.7,28.9,2.96,58.5,20.3,31.1,5.3,87.9,91.9,93.0,55.9,51.5,18.7,28.9,2.96,58.5,20.3,31.1,5.3,87.9,91.9,93.0,55.9,0.12,0.06,0.06,0.36,3.32,0.24,0.0,0.03,0.45,0.15,33.3,0.45,0.15,0.07,0.2,14.5,0.0,0.0,0.0,0.07,-0.0,-0.0,69.9,8.2,32.5,33.3,4.49,0.9,69.9,0.48,59.3,0.3,37.0,42.5,0.09,0.99,0.75,48.0,1.5,0.69,0.78,1.5,0.69,54.8,0.57,1.68,0.81,1.35,2.84,4.04,0.03,0.84,0.84,0.0,0.0,0.03,0.0,0.0,0.0,0.21,0.21,0.0,0.0,0.03,0.0,0.0,0.0,0.0,1.14,1.05,0.03,0.09,1.35,0.78,0.0,0.03,0.03,4.49,1.08,51.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taha Habroune,us USA,"MF,FW",Columbus Crew,19-302,2006,18,5,569,6.3,0.16,0.16,0.32,0.16,0.0,0.0,0.32,0.0,0.16,0.16,0.06,0.22,1.27,6.03,4.92,0.16,0.16,0.32,0.16,0.32,0.16,0.06,0.22,0.16,0.22,Matches,2025,6.3,54.4,35.1,16.8,1.11,63.3,37.6,19.4,2.06,86.0,93.2,86.9,53.8,720.6,195.6,54.4,35.1,16.8,1.11,63.3,37.6,19.4,2.06,86.0,93.2,86.9,53.8,54.4,35.1,16.8,1.11,63.3,37.6,19.4,2.06,86.0,93.2,86.9,53.8,54.4,35.1,16.8,1.11,63.3,37.6,19.4,2.06,86.0,93.2,86.9,53.8,0.16,0.14,0.1,0.79,4.29,1.59,0.0,0.16,0.95,0.48,50.0,0.95,0.47,0.17,0.33,12.8,0.0,0.0,0.0,0.17,0.0,0.0,79.0,1.59,14.8,38.9,26.2,2.38,79.0,1.11,36.8,1.75,57.9,46.0,0.16,2.38,2.06,56.8,4.13,2.22,2.22,4.13,2.22,58.3,1.59,1.43,1.43,0.79,4.92,1.43,0.0,3.17,3.16,0.48,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.48,0.0,0.0,0.0,0.0,0.0,0.0,2.06,1.9,0.0,0.63,0.79,2.22,0.0,0.0,0.0,5.87,0.95,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Hack,de GER,DF,NY Red Bulls,32-087,1993,22,16,1451,16.1,0.06,0.0,0.06,0.06,0.0,0.0,0.37,0.0,0.07,0.07,0.03,0.11,1.43,10.0,0.31,0.06,0.0,0.06,0.06,0.06,0.08,0.03,0.11,0.08,0.11,Matches,2025,16.1,61.2,20.2,30.7,9.25,77.0,22.4,35.3,16.3,79.6,90.3,87.1,56.7,1260.4,568.1,61.2,20.2,30.7,9.25,77.0,22.4,35.3,16.3,79.6,90.3,87.1,56.7,61.2,20.2,30.7,9.25,77.0,22.4,35.3,16.3,79.6,90.3,87.1,56.7,61.2,20.2,30.7,9.25,77.0,22.4,35.3,16.3,79.6,90.3,87.1,56.7,0.0,0.06,-0.03,0.43,9.13,0.75,0.06,0.06,0.62,0.31,50.0,0.62,0.31,0.1,0.2,13.4,0.0,0.0,0.0,0.12,-0.01,-0.01,89.6,5.28,33.2,51.6,5.34,1.68,89.6,0.25,80.0,0.06,20.0,46.9,0.06,0.37,0.06,56.6,2.17,1.37,1.43,2.17,1.37,59.5,0.93,1.3,0.75,1.8,3.98,5.59,0.06,1.43,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.62,0.0,0.93,1.8,1.43,0.0,0.06,0.0,5.16,3.29,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teenage Hadebe,zw ZIM,DF,FC Cincinnati,30-078,1995,20,9,953,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.01,0.01,0.0,0.01,0.28,2.92,0.57,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,2025,10.6,48.6,20.1,25.0,3.02,55.8,22.1,26.7,5.09,87.1,91.0,93.6,59.3,847.3,316.2,48.6,20.1,25.0,3.02,55.8,22.1,26.7,5.09,87.1,91.0,93.6,59.3,48.6,20.1,25.0,3.02,55.8,22.1,26.7,5.09,87.1,91.0,93.6,59.3,48.6,20.1,25.0,3.02,55.8,22.1,26.7,5.09,87.1,91.0,93.6,59.3,0.0,0.01,0.0,0.09,2.92,0.0,0.0,0.0,0.19,0.0,0.0,0.19,0.0,0.0,,14.7,0.0,0.0,0.0,0.03,-0.01,-0.01,70.8,6.98,36.2,31.9,3.11,0.47,70.8,0.09,50.0,0.09,50.0,35.2,0.0,0.85,0.19,42.8,2.55,1.23,1.13,2.55,1.23,76.5,0.38,1.32,0.47,2.36,4.91,6.23,0.0,0.38,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.66,0.0,0.09,2.36,1.13,0.0,0.09,0.0,4.25,1.98,55.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicholas Hagen,gt GUA,GK,Columbus Crew,29-124,1996,3,3,270,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2025,3.0,20.7,8.33,10.3,1.67,22.7,8.33,10.7,3.33,91.2,100.0,96.9,50.0,362.3,260.7,20.7,8.33,10.3,1.67,22.7,8.33,10.7,3.33,91.2,100.0,96.9,50.0,20.7,8.33,10.3,1.67,22.7,8.33,10.7,3.33,91.2,100.0,96.9,50.0,20.7,8.33,10.3,1.67,22.7,8.33,10.7,3.33,91.2,100.0,96.9,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,26.7,19.7,25.7,1.0,0.0,0.0,26.7,0.0,,0.0,,12.0,0.0,0.0,0.0,8.67,0.0,0.0,0.0,0.0,0.0,,0.0,0.33,0.33,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,0.0,,3.33,0.0,0.33,0.0,3.1,0.43,-0.23,-0.24,17.3,4.33,3.8,0.0,18.7,21.3,18.3,3.8,0.0,18.7,21.3,18.3,7.67,0.67,8.7,1.33,1.33,18.7,21.3,18.3
Nick Hagglund,us USA,DF,FC Cincinnati,33-081,1992,17,16,1163,12.9,0.08,0.0,0.08,0.08,0.0,0.0,0.16,0.0,0.08,0.08,0.02,0.09,0.54,3.8,0.31,0.08,0.0,0.08,0.08,0.08,0.08,0.02,0.09,0.08,0.09,Matches,2025,12.9,49.7,15.5,29.7,4.03,57.4,16.6,32.2,7.52,86.5,93.5,92.3,53.6,939.1,404.4,49.7,15.5,29.7,4.03,57.4,16.6,32.2,7.52,86.5,93.5,92.3,53.6,49.7,15.5,29.7,4.03,57.4,16.6,32.2,7.52,86.5,93.5,92.3,53.6,49.7,15.5,29.7,4.03,57.4,16.6,32.2,7.52,86.5,93.5,92.3,53.6,0.0,0.02,-0.02,0.23,3.57,0.16,0.0,0.08,0.54,0.16,28.6,0.54,0.15,0.14,0.5,13.0,0.0,0.0,0.0,0.14,0.0,0.0,70.6,9.61,37.8,29.5,3.41,0.78,70.6,0.0,,0.0,,36.6,0.0,0.39,0.08,46.9,0.54,0.23,0.39,0.54,0.23,60.0,0.16,2.02,0.31,0.78,1.32,7.6,0.0,0.85,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.47,0.08,0.23,0.78,0.39,0.0,0.16,0.0,3.26,2.71,59.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maren Haile-Selassie,ch SUI,"FW,MF",Chicago Fire,26-266,1999,30,5,936,10.4,0.19,0.58,0.77,0.19,0.0,0.0,0.1,0.0,0.31,0.31,0.16,0.47,3.37,4.33,7.31,0.19,0.58,0.77,0.19,0.77,0.31,0.16,0.47,0.31,0.47,Matches,2025,10.4,36.1,22.1,11.7,1.15,42.8,24.6,13.4,2.88,84.3,89.8,87.8,40.0,513.6,126.7,36.1,22.1,11.7,1.15,42.8,24.6,13.4,2.88,84.3,89.8,87.8,40.0,36.1,22.1,11.7,1.15,42.8,24.6,13.4,2.88,84.3,89.8,87.8,40.0,36.1,22.1,11.7,1.15,42.8,24.6,13.4,2.88,84.3,89.8,87.8,40.0,0.58,0.2,0.41,1.73,2.79,1.92,0.0,0.19,2.21,0.67,30.4,2.21,0.67,0.09,0.29,15.9,0.0,0.0,0.0,0.14,-0.12,-0.12,53.5,1.15,10.0,21.3,23.4,3.94,53.5,1.54,51.6,1.25,41.9,31.5,0.77,1.83,1.15,37.6,1.44,1.15,0.96,1.44,1.15,63.2,0.67,1.15,1.15,0.48,1.92,1.06,0.0,4.62,4.61,0.38,0.1,0.19,0.0,0.0,0.0,1.06,1.06,0.38,0.1,0.19,0.0,0.0,0.0,0.0,0.38,1.25,0.19,2.4,0.48,0.96,0.0,0.0,0.0,4.9,0.19,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belal Halbouni,sy SYR,DF,Vancouver W'caps,25-340,1999,13,7,732,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.02,0.02,0.05,0.07,0.74,5.93,0.12,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.07,0.03,0.07,Matches,2025,8.1,69.8,23.1,38.4,7.78,74.8,24.6,39.5,9.88,93.2,94.0,97.2,78.8,1390.5,434.1,69.8,23.1,38.4,7.78,74.8,24.6,39.5,9.88,93.2,94.0,97.2,78.8,69.8,23.1,38.4,7.78,74.8,24.6,39.5,9.88,93.2,94.0,97.2,78.8,69.8,23.1,38.4,7.78,74.8,24.6,39.5,9.88,93.2,94.0,97.2,78.8,0.0,0.06,-0.05,0.49,9.63,0.37,0.12,0.0,0.25,0.0,0.0,0.25,0.0,0.0,,7.9,0.0,0.0,0.0,0.1,-0.02,-0.02,82.8,6.91,35.3,42.5,5.68,1.11,82.8,0.37,75.0,0.12,25.0,52.2,0.0,0.37,0.49,62.8,0.86,0.62,0.49,0.86,0.62,55.6,0.49,0.74,0.25,0.74,1.6,3.58,0.25,0.99,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.37,0.0,0.37,0.74,0.49,0.0,0.0,0.0,5.68,1.73,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
