Player,Nation,Pos,Squad,Age,Born,Matches Played,Game or games started by player,Minutes,90s Played90s played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG,npxG,xAG,"npxG + xAGNon-Penalty Expected Goals plus Assisted GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader",PrgC,PrgP,PrgR,Goals,Assists,Goals + Assists,Non-Penalty Goals,Non-Penalty Goals + Assists/90Goals plus Assists minus Penalty Kicks made per 90 minutes,xG,xAG,"xG + xAG/90Expected Goals plus Assisted Goals per 90 minutesxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader",npxG,"npxG + xAGNon-Penalty Expected Goals plus Assisted GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader.1",Matches,Season,90s,Cmp,Cmp,Cmp,Cmp,Att,Att,Att,Att,Cmp%,Cmp%,Cmp%,Cmp%,Tot,Prg,Cmp,Cmp,Cmp,Cmp,Att,Att,Att,Att,Cmp%,Cmp%,Cmp%,Cmp%,Cmp,Cmp,Cmp,Cmp,Att,Att,Att,Att,Cmp%,Cmp%,Cmp%,Cmp%,Cmp,Cmp,Cmp,Cmp,Att,Att,Att,Att,Cmp%,Cmp%,Cmp%,Cmp%,Ast,xA,Assists - xAGAssists minus Expected Goals Assisted,KP,1/3,PPA,CrsPA,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,npxG/Shot,"Goals - xGGoals minus Expected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","Non-Penalty Goals - npxGNon-Penalty Goals minus Non-Penalty Expected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.",Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,Tkl,Tkl,TklW,Tkl,Tkl,Tkl%,Lost,Blocks,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,TO,TO,Fld,Fld,Def,Def,GCA,GCA90,TO,TO,Fld,Fld,Def,Def,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Crosses,Interceptions,Tackles Won,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Won,Won%,GA,PKA,CK,OG,Post-Shot Expected Goals,Post-Shot Expected Goals per Shot on Target,PSxG-GAPost-Shot Expected Goals minus Goals AllowedPositive numbers suggest better luck or an above average ability to stop shotsPSxG is expected goals based on how likely the goalkeeper is to save the shotNote,PSxG-GA/90Post-Shot Expected Goals minus Goals Allowed per 90 minutesPositive numbers suggest better luck or an above average ability to stop shotsPSxG is expected goals based on how likely the goalkeeper is to save the shotNote,Att (GK),Thr,Launch%,Launch%,Avg,Avg,Avg,Launch%,Launch%,Avg,Avg,Avg,Opp,Stp,Stp%,#OPA,#OPA/90,Avg,Avg,Avg
Jonathan Klinsmann,us USA,GK,LA Galaxy,25,1997,10,8,831,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023,9.2,19.9,5.33,10.0,4.46,26.2,5.33,10.4,10.1,75.9,100.0,95.8,44.1,469.7,361.7,19.9,5.33,10.0,4.46,26.2,5.33,10.4,10.1,75.9,100.0,95.8,44.1,19.9,5.33,10.0,4.46,26.2,5.33,10.4,10.1,75.9,100.0,95.8,44.1,19.9,5.33,10.0,4.46,26.2,5.33,10.4,10.1,75.9,100.0,95.8,44.1,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,28.3,25.4,28.2,0.11,0.0,0.0,28.3,0.0,,0.0,,14.1,0.0,0.0,0.0,9.78,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.76,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.22,100.0,1.63,0.22,0.33,0.0,1.5,0.33,-0.13,-0.13,20.1,5.22,28.6,30.9,30.6,31.5,11.7,28.6,30.9,30.6,31.5,11.7,11.2,0.98,8.7,0.76,0.76,30.6,31.5,11.7
Žan Kolmanič,si SVN,DF,Austin,22,2000,6,6,427,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.09,4.04,4.89,3.83,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08,Matches,2023,4.7,53.2,20.6,26.6,4.89,65.5,22.1,30.9,10.2,81.2,93.3,86.2,47.9,975.7,256.2,53.2,20.6,26.6,4.89,65.5,22.1,30.9,10.2,81.2,93.3,86.2,47.9,53.2,20.6,26.6,4.89,65.5,22.1,30.9,10.2,81.2,93.3,86.2,47.9,53.2,20.6,26.6,4.89,65.5,22.1,30.9,10.2,81.2,93.3,86.2,47.9,0.0,0.06,-0.04,0.64,2.55,1.28,1.06,0.0,0.64,0.0,0.0,0.63,0.0,0.0,,20.6,0.0,0.0,0.0,0.05,-0.02,-0.02,77.2,3.62,25.3,37.2,14.9,0.85,77.2,1.06,62.5,0.64,37.5,46.0,0.64,1.06,0.0,47.7,2.98,1.49,2.34,2.98,1.49,70.0,0.64,0.85,0.64,1.28,4.26,3.19,0.0,1.7,1.69,0.21,0.0,0.0,0.0,0.0,0.0,0.21,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.43,1.06,0.21,4.04,1.28,2.34,0.0,0.0,0.0,5.74,0.43,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amet Korca,us USA,DF,FC Dallas,22,2000,4,2,155,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023,1.7,27.1,12.4,12.9,1.76,31.8,12.9,14.7,4.12,85.2,95.5,88.0,42.9,477.6,128.8,27.1,12.4,12.9,1.76,31.8,12.9,14.7,4.12,85.2,95.5,88.0,42.9,27.1,12.4,12.9,1.76,31.8,12.9,14.7,4.12,85.2,95.5,88.0,42.9,27.1,12.4,12.9,1.76,31.8,12.9,14.7,4.12,85.2,95.5,88.0,42.9,0.0,0.0,0.0,0.0,1.76,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,38.2,2.35,17.6,19.4,1.76,0.0,38.2,0.59,100.0,0.0,0.0,20.6,0.0,1.18,0.0,22.4,0.59,0.59,0.0,0.59,0.59,100.0,0.0,1.76,0.0,2.35,2.94,0.59,0.59,0.59,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35,0.0,0.0,0.0,0.0,2.94,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgios Koutsias,gr GRE,"FW,MF",Chicago Fire,18,2004,27,13,1018,11.3,0.27,0.09,0.35,0.27,0.0,0.0,0.35,0.0,0.28,0.28,0.06,0.35,2.48,0.97,5.93,0.27,0.09,0.35,0.27,0.35,0.28,0.07,0.35,0.28,0.35,Matches,2023,11.3,15.5,9.47,4.78,0.71,20.7,11.2,6.73,1.42,74.8,84.9,71.1,50.0,218.5,21.6,15.5,9.47,4.78,0.71,20.7,11.2,6.73,1.42,74.8,84.9,71.1,50.0,15.5,9.47,4.78,0.71,20.7,11.2,6.73,1.42,74.8,84.9,71.1,50.0,15.5,9.47,4.78,0.71,20.7,11.2,6.73,1.42,74.8,84.9,71.1,50.0,0.09,0.08,0.03,0.44,0.62,0.35,0.0,0.27,1.59,0.53,33.3,1.59,0.53,0.17,0.5,13.0,0.0,0.0,0.0,0.18,-0.02,-0.02,31.0,1.42,5.31,15.0,11.2,3.19,31.0,2.3,59.1,1.24,31.8,18.1,1.33,2.65,1.42,22.1,0.35,0.18,0.18,0.35,0.18,12.5,1.24,0.71,0.35,0.27,0.62,1.15,0.0,1.06,1.06,0.35,0.18,0.09,0.0,0.0,0.0,0.35,0.35,0.35,0.18,0.09,0.0,0.0,0.0,0.0,1.42,0.97,1.15,0.18,0.27,0.18,0.0,0.0,0.0,3.19,1.59,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sebastian Kowalczyk,pl POL,"FW,MF",Houston Dynamo,24,1998,8,5,352,3.9,0.0,0.26,0.26,0.0,0.0,0.0,0.26,0.0,0.1,0.1,0.13,0.23,1.54,4.87,5.9,0.0,0.26,0.26,0.0,0.26,0.1,0.13,0.23,0.1,0.23,Matches,2023,3.9,35.4,21.5,10.3,2.31,38.7,22.6,10.8,3.59,91.4,95.5,95.2,64.3,518.2,108.2,35.4,21.5,10.3,2.31,38.7,22.6,10.8,3.59,91.4,95.5,95.2,64.3,35.4,21.5,10.3,2.31,38.7,22.6,10.8,3.59,91.4,95.5,95.2,64.3,35.4,21.5,10.3,2.31,38.7,22.6,10.8,3.59,91.4,95.5,95.2,64.3,0.26,0.21,0.13,1.03,3.33,1.03,0.0,0.0,0.51,0.26,50.0,0.51,0.26,0.0,0.0,17.3,0.0,0.0,0.0,0.19,-0.1,-0.1,44.4,0.51,3.85,21.0,20.3,2.31,44.4,1.03,66.7,0.51,33.3,26.2,0.0,2.56,0.26,37.2,0.51,0.0,0.51,0.51,0.0,0.0,0.26,0.77,0.77,0.51,1.03,0.26,0.26,2.31,2.3,0.0,0.0,0.26,0.0,0.0,0.0,0.77,0.77,0.0,0.0,0.26,0.0,0.0,0.0,0.0,2.31,2.31,0.26,1.28,0.51,0.51,0.0,0.26,0.0,2.82,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filip Krastev,bg BUL,MF,LAFC,21,2001,9,0,158,1.8,0.56,0.0,0.56,0.56,0.0,0.0,0.0,0.0,0.33,0.33,0.11,0.44,3.33,6.67,2.22,0.57,0.0,0.57,0.57,0.57,0.37,0.1,0.47,0.37,0.47,Matches,2023,1.8,41.7,23.9,12.8,1.67,52.8,27.8,17.2,3.89,78.9,86.0,74.2,42.9,565.6,203.3,41.7,23.9,12.8,1.67,52.8,27.8,17.2,3.89,78.9,86.0,74.2,42.9,41.7,23.9,12.8,1.67,52.8,27.8,17.2,3.89,78.9,86.0,74.2,42.9,41.7,23.9,12.8,1.67,52.8,27.8,17.2,3.89,78.9,86.0,74.2,42.9,0.0,0.28,-0.11,1.11,5.0,2.22,0.0,0.56,3.89,2.22,57.1,3.99,2.28,0.14,0.25,21.2,0.0,0.0,0.0,0.09,0.22,0.22,74.4,0.56,7.78,38.3,30.0,3.33,74.4,1.11,25.0,2.22,50.0,40.6,1.11,2.78,2.22,48.9,3.33,0.56,1.67,3.33,0.56,14.3,3.33,4.44,4.44,0.56,3.89,0.56,0.0,3.89,3.99,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,1.67,1.67,0.0,0.56,0.56,1.67,0.0,0.0,0.0,5.56,1.67,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damir Kreilach,hr CRO,"FW,MF",Real Salt Lake,33,1989,27,15,1317,14.6,0.27,0.07,0.34,0.27,0.0,0.0,0.21,0.0,0.25,0.25,0.04,0.29,0.41,2.6,4.04,0.27,0.07,0.34,0.27,0.34,0.24,0.04,0.29,0.24,0.29,Matches,2023,14.6,25.3,15.8,7.05,1.85,31.6,17.7,8.9,2.74,80.3,88.8,79.2,67.5,371.8,62.8,25.3,15.8,7.05,1.85,31.6,17.7,8.9,2.74,80.3,88.8,79.2,67.5,25.3,15.8,7.05,1.85,31.6,17.7,8.9,2.74,80.3,88.8,79.2,67.5,25.3,15.8,7.05,1.85,31.6,17.7,8.9,2.74,80.3,88.8,79.2,67.5,0.07,0.05,0.03,0.48,1.92,0.68,0.14,0.27,2.53,0.75,29.7,2.53,0.75,0.11,0.36,14.9,0.0,0.0,0.0,0.1,0.03,0.03,38.2,1.16,2.53,21.8,14.0,3.15,38.2,0.41,75.0,0.14,25.0,19.2,0.14,1.3,0.48,32.4,0.14,0.07,0.07,0.14,0.07,11.1,0.55,0.27,0.21,0.14,0.27,1.03,0.0,1.64,1.64,0.07,0.0,0.27,0.0,0.0,0.0,0.34,0.34,0.07,0.0,0.27,0.0,0.0,0.0,0.0,0.82,1.85,1.44,0.41,0.14,0.07,0.0,0.07,0.0,2.19,2.33,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serhiy Kryvtsov,ua UKR,DF,Inter Miami,31,1991,26,25,2111,23.5,0.04,0.0,0.04,0.04,0.0,0.0,0.21,0.0,0.05,0.05,0.0,0.06,0.26,2.68,0.09,0.04,0.0,0.04,0.04,0.04,0.05,0.0,0.05,0.05,0.05,Matches,2023,23.5,49.9,13.3,28.1,8.3,57.3,14.1,30.4,12.1,87.1,94.6,92.6,68.7,1068.1,393.6,49.9,13.3,28.1,8.3,57.3,14.1,30.4,12.1,87.1,94.6,92.6,68.7,49.9,13.3,28.1,8.3,57.3,14.1,30.4,12.1,87.1,94.6,92.6,68.7,49.9,13.3,28.1,8.3,57.3,14.1,30.4,12.1,87.1,94.6,92.6,68.7,0.0,0.02,-0.0,0.09,3.57,0.13,0.0,0.04,0.21,0.04,20.0,0.21,0.04,0.2,1.0,12.4,0.0,0.0,0.0,0.24,-0.01,-0.01,65.2,8.09,34.8,29.7,0.81,0.21,65.2,0.09,66.7,0.04,33.3,42.9,0.04,0.17,0.04,47.9,0.81,0.26,0.47,0.81,0.26,46.2,0.3,1.28,0.51,1.32,2.13,3.45,0.0,0.55,0.55,0.0,0.0,0.0,0.0,0.04,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.85,0.47,0.0,0.09,1.32,0.47,0.0,0.0,0.0,4.38,1.06,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theodore Ku-Dipietro,us USA,"FW,MF",D.C. United,21,2002,26,12,1167,13.0,0.38,0.15,0.54,0.38,0.0,0.0,0.0,0.0,0.35,0.35,0.14,0.48,2.92,3.54,5.92,0.39,0.15,0.54,0.39,0.54,0.34,0.14,0.48,0.34,0.48,Matches,2023,13.0,19.9,11.9,5.38,1.23,28.2,14.9,7.38,2.08,70.8,79.9,72.9,59.3,277.4,96.8,19.9,11.9,5.38,1.23,28.2,14.9,7.38,2.08,70.8,79.9,72.9,59.3,19.9,11.9,5.38,1.23,28.2,14.9,7.38,2.08,70.8,79.9,72.9,59.3,19.9,11.9,5.38,1.23,28.2,14.9,7.38,2.08,70.8,79.9,72.9,59.3,0.15,0.15,0.02,1.0,2.31,1.15,0.15,0.38,2.31,1.0,43.3,2.31,1.0,0.17,0.38,15.3,0.0,0.0,0.0,0.15,0.04,0.04,39.7,0.08,4.0,16.2,20.3,5.54,39.7,2.92,52.8,2.46,44.4,25.4,1.31,1.92,0.69,27.6,1.62,0.38,0.92,1.62,0.38,26.3,1.08,0.46,0.46,0.46,2.08,0.15,0.0,3.46,3.47,0.92,0.08,0.08,0.0,0.08,0.08,0.38,0.39,0.92,0.08,0.08,0.0,0.08,0.08,0.0,1.08,1.08,0.08,1.38,0.46,0.92,0.0,0.0,0.0,4.38,0.77,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuya Kubo,jp JPN,"MF,FW",FC Cincinnati,29,1993,25,10,1073,11.9,0.0,0.25,0.25,0.0,0.0,0.0,0.17,0.0,0.21,0.21,0.19,0.39,2.86,3.95,3.78,0.0,0.25,0.25,0.0,0.25,0.21,0.19,0.4,0.21,0.4,Matches,2023,11.9,29.7,14.5,10.8,2.69,36.5,16.2,12.8,3.36,81.6,89.6,84.9,80.0,479.6,121.6,29.7,14.5,10.8,2.69,36.5,16.2,12.8,3.36,81.6,89.6,84.9,80.0,29.7,14.5,10.8,2.69,36.5,16.2,12.8,3.36,81.6,89.6,84.9,80.0,29.7,14.5,10.8,2.69,36.5,16.2,12.8,3.36,81.6,89.6,84.9,80.0,0.25,0.19,0.06,1.09,2.77,1.09,0.17,0.0,2.1,0.59,28.0,2.1,0.59,0.0,0.0,19.3,0.08,0.0,0.0,0.1,-0.21,-0.21,48.0,0.76,6.81,25.4,17.1,2.35,48.0,1.18,48.3,0.92,37.9,28.2,0.42,1.51,1.43,33.9,1.51,0.34,1.01,1.51,0.34,19.0,1.43,0.76,0.67,0.84,2.35,0.67,0.0,2.86,2.85,0.17,0.0,0.08,0.0,0.08,0.0,0.34,0.34,0.17,0.0,0.08,0.0,0.08,0.0,0.0,1.85,1.85,0.17,1.09,0.84,1.01,0.0,0.0,0.0,5.8,0.67,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jojea Kwizera,rw RWA,DF,CF Montréal,24,1999,4,1,133,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.07,0.13,2.67,4.0,10.7,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.12,0.03,0.12,Matches,2023,1.5,39.3,20.7,14.0,4.0,54.7,25.3,20.0,6.0,72.0,81.6,70.0,66.7,636.0,218.7,39.3,20.7,14.0,4.0,54.7,25.3,20.0,6.0,72.0,81.6,70.0,66.7,39.3,20.7,14.0,4.0,54.7,25.3,20.0,6.0,72.0,81.6,70.0,66.7,39.3,20.7,14.0,4.0,54.7,25.3,20.0,6.0,72.0,81.6,70.0,66.7,0.0,0.07,-0.07,2.0,3.33,3.33,2.0,0.0,1.33,0.67,50.0,1.35,0.68,0.0,0.0,25.7,0.0,0.0,0.0,0.02,0.0,0.0,66.7,1.33,11.3,29.3,27.3,2.0,66.7,2.67,50.0,1.33,25.0,31.3,0.0,2.0,1.33,36.0,2.0,0.67,0.67,2.0,0.67,33.3,1.33,0.0,0.0,0.67,2.67,0.0,0.0,3.33,3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,1.33,0.0,6.0,0.67,0.67,0.0,0.0,0.0,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mathías Laborda,uy URU,DF,Vancouver W'caps,23,1999,23,17,1536,17.1,0.06,0.0,0.06,0.06,0.0,0.0,0.47,0.06,0.08,0.08,0.07,0.15,0.94,2.57,2.05,0.06,0.0,0.06,0.06,0.06,0.08,0.07,0.15,0.08,0.15,Matches,2023,17.1,41.1,13.4,22.1,5.09,52.5,15.6,26.7,8.36,78.4,85.8,82.9,60.8,813.0,305.0,41.1,13.4,22.1,5.09,52.5,15.6,26.7,8.36,78.4,85.8,82.9,60.8,41.1,13.4,22.1,5.09,52.5,15.6,26.7,8.36,78.4,85.8,82.9,60.8,41.1,13.4,22.1,5.09,52.5,15.6,26.7,8.36,78.4,85.8,82.9,60.8,0.0,0.06,-0.07,0.58,2.46,0.58,0.29,0.06,0.88,0.23,26.7,0.88,0.23,0.07,0.25,13.0,0.0,0.0,0.0,0.09,-0.02,-0.02,62.9,5.96,29.9,26.0,7.25,1.64,62.9,0.29,41.7,0.41,58.3,33.7,0.0,0.47,0.18,37.7,2.4,1.11,1.35,2.4,1.11,43.2,1.46,0.53,0.23,1.35,3.74,3.57,0.0,1.35,1.35,0.06,0.0,0.0,0.0,0.06,0.06,0.06,0.06,0.06,0.0,0.0,0.0,0.06,0.06,0.06,1.35,0.41,0.12,1.4,1.35,1.35,0.0,0.0,0.0,4.97,2.4,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevon Lambert,jm JAM,DF,Real Salt Lake,25,1997,2,0,24,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023,0.3,56.7,10.0,33.3,13.3,56.7,10.0,33.3,13.3,100.0,100.0,100.0,100.0,1263.3,483.3,56.7,10.0,33.3,13.3,56.7,10.0,33.3,13.3,100.0,100.0,100.0,100.0,56.7,10.0,33.3,13.3,56.7,10.0,33.3,13.3,100.0,100.0,100.0,100.0,56.7,10.0,33.3,13.3,56.7,10.0,33.3,13.3,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,70.0,10.0,36.7,30.0,3.33,0.0,70.0,0.0,,0.0,,33.3,0.0,0.0,0.0,43.3,3.33,0.0,0.0,3.33,0.0,,0.0,0.0,0.0,3.33,6.67,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,6.67,3.33,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lassi Lappalainen,fi FIN,"DF,FW",CF Montréal,24,1998,21,13,1034,11.5,0.17,0.26,0.43,0.17,0.0,0.0,0.0,0.0,0.19,0.19,0.14,0.32,3.65,3.22,6.78,0.17,0.26,0.44,0.17,0.44,0.19,0.14,0.33,0.19,0.33,Matches,2023,11.5,24.7,13.2,9.74,1.3,32.7,16.1,12.1,2.52,75.5,82.2,80.6,51.7,384.4,117.6,24.7,13.2,9.74,1.3,32.7,16.1,12.1,2.52,75.5,82.2,80.6,51.7,24.7,13.2,9.74,1.3,32.7,16.1,12.1,2.52,75.5,82.2,80.6,51.7,24.7,13.2,9.74,1.3,32.7,16.1,12.1,2.52,75.5,82.2,80.6,51.7,0.26,0.19,0.12,1.13,1.74,1.13,0.0,0.17,1.57,0.35,22.2,1.57,0.35,0.11,0.5,16.5,0.0,0.0,0.0,0.12,-0.02,-0.02,45.0,1.04,7.39,17.8,20.3,3.39,45.0,1.48,45.9,1.39,43.2,25.0,1.22,2.52,1.22,27.0,1.65,0.87,1.22,1.65,0.87,40.0,1.3,1.48,1.48,0.7,2.35,1.04,0.0,2.96,2.97,0.09,0.09,0.09,0.09,0.17,0.0,0.43,0.44,0.09,0.09,0.09,0.09,0.17,0.0,0.0,0.52,0.7,0.43,1.04,0.7,1.22,0.09,0.0,0.0,5.04,0.61,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oliver Larraz,us USA,MF,Colorado Rapids,21,2001,1,0,22,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023,0.2,55.0,25.0,25.0,0.0,65.0,25.0,25.0,5.0,84.6,100.0,100.0,0.0,745.0,220.0,55.0,25.0,25.0,0.0,65.0,25.0,25.0,5.0,84.6,100.0,100.0,0.0,55.0,25.0,25.0,0.0,65.0,25.0,25.0,5.0,84.6,100.0,100.0,0.0,55.0,25.0,25.0,0.0,65.0,25.0,25.0,5.0,84.6,100.0,100.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,80.0,0.0,10.0,50.0,20.0,0.0,80.0,0.0,,0.0,,60.0,0.0,10.0,0.0,65.0,5.0,0.0,5.0,5.0,0.0,,0.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richie Laryea,ca CAN,DF,Toronto FC,28,1995,18,18,1610,17.9,0.11,0.17,0.28,0.11,0.0,0.0,0.22,0.0,0.04,0.04,0.08,0.13,3.24,4.58,3.52,0.11,0.17,0.28,0.11,0.28,0.04,0.09,0.13,0.04,0.13,Matches,2023,17.9,43.4,21.8,18.5,2.18,52.9,23.7,21.6,4.75,82.0,91.8,86.0,45.9,690.9,231.2,43.4,21.8,18.5,2.18,52.9,23.7,21.6,4.75,82.0,91.8,86.0,45.9,43.4,21.8,18.5,2.18,52.9,23.7,21.6,4.75,82.0,91.8,86.0,45.9,43.4,21.8,18.5,2.18,52.9,23.7,21.6,4.75,82.0,91.8,86.0,45.9,0.17,0.1,0.08,0.5,3.69,0.28,0.0,0.11,0.67,0.39,58.3,0.67,0.39,0.17,0.29,15.8,0.0,0.0,0.0,0.07,0.07,0.07,65.5,3.52,20.9,32.1,13.3,2.07,65.5,1.79,48.5,1.4,37.9,39.8,0.95,1.79,0.78,42.1,1.96,1.01,1.06,1.96,1.01,52.9,0.89,1.06,0.61,1.23,3.18,1.73,0.06,2.12,2.12,0.39,0.0,0.45,0.11,0.06,0.0,0.34,0.34,0.39,0.0,0.45,0.11,0.06,0.0,0.0,1.12,3.8,0.34,0.5,1.23,1.06,0.06,0.0,0.0,6.93,0.39,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richie Laryea,ca CAN,"FW,DF",Vancouver W'caps,28,1995,12,12,948,10.5,0.1,0.19,0.29,0.1,0.0,0.0,0.19,0.0,0.11,0.11,0.1,0.22,2.95,2.95,6.0,0.09,0.19,0.28,0.09,0.28,0.12,0.1,0.21,0.12,0.21,Matches,2023,10.5,30.1,17.6,10.7,0.86,36.2,19.7,12.6,1.62,83.2,89.4,84.8,52.9,425.8,116.3,30.1,17.6,10.7,0.86,36.2,19.7,12.6,1.62,83.2,89.4,84.8,52.9,30.1,17.6,10.7,0.86,36.2,19.7,12.6,1.62,83.2,89.4,84.8,52.9,30.1,17.6,10.7,0.86,36.2,19.7,12.6,1.62,83.2,89.4,84.8,52.9,0.19,0.1,0.1,0.57,2.0,1.14,0.19,0.1,1.05,0.38,36.4,1.04,0.38,0.09,0.25,16.7,0.0,0.0,0.0,0.11,-0.02,-0.02,45.3,1.43,11.2,17.2,17.6,4.19,45.3,1.24,48.1,0.76,29.6,31.0,2.1,1.71,1.24,33.5,1.9,0.67,1.62,1.9,0.67,77.8,0.19,0.29,0.19,0.76,2.67,0.67,0.1,2.95,2.94,0.1,0.0,0.76,0.1,0.0,0.0,0.57,0.57,0.1,0.0,0.76,0.1,0.0,0.0,0.0,0.38,4.57,0.29,0.95,0.76,1.62,0.29,0.0,0.0,5.14,0.1,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
