Player,Nation,Pos,Squad,Age,Born,Matches Played,Game or games started by player,Minutes,90s Played90s played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG,npxG,xAG,"npxG + xAGNon-Penalty Expected Goals plus Assisted GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader",PrgC,PrgP,PrgR,Goals,Assists,Goals + Assists,Non-Penalty Goals,Non-Penalty Goals + Assists/90Goals plus Assists minus Penalty Kicks made per 90 minutes,xG,xAG,"xG + xAG/90Expected Goals plus Assisted Goals per 90 minutesxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader",npxG,"npxG + xAGNon-Penalty Expected Goals plus Assisted GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader.1",Matches,Season,90s,Cmp,Cmp,Cmp,Cmp,Att,Att,Att,Att,Cmp%,Cmp%,Cmp%,Cmp%,Tot,Prg,Cmp,Cmp,Cmp,Cmp,Att,Att,Att,Att,Cmp%,Cmp%,Cmp%,Cmp%,Cmp,Cmp,Cmp,Cmp,Att,Att,Att,Att,Cmp%,Cmp%,Cmp%,Cmp%,Cmp,Cmp,Cmp,Cmp,Att,Att,Att,Att,Cmp%,Cmp%,Cmp%,Cmp%,Ast,xA,Assists - xAGAssists minus Expected Goals Assisted,KP,1/3,PPA,CrsPA,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,npxG/Shot,"Goals - xGGoals minus Expected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","Non-Penalty Goals - npxGNon-Penalty Goals minus Non-Penalty Expected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.",Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,Tkl,Tkl,TklW,Tkl,Tkl,Tkl%,Lost,Blocks,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,TO,TO,Fld,Fld,Def,Def,GCA,GCA90,TO,TO,Fld,Fld,Def,Def,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Crosses,Interceptions,Tackles Won,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Won,Won%,GA,PKA,CK,OG,Post-Shot Expected Goals,Post-Shot Expected Goals per Shot on Target,PSxG-GAPost-Shot Expected Goals minus Goals AllowedPositive numbers suggest better luck or an above average ability to stop shotsPSxG is expected goals based on how likely the goalkeeper is to save the shotNote,PSxG-GA/90Post-Shot Expected Goals minus Goals Allowed per 90 minutesPositive numbers suggest better luck or an above average ability to stop shotsPSxG is expected goals based on how likely the goalkeeper is to save the shotNote,Att (GK),Thr,Launch%,Launch%,Avg,Avg,Avg,Launch%,Launch%,Avg,Avg,Avg,Opp,Stp,Stp%,#OPA,#OPA/90,Avg,Avg,Avg
Brecht Dejaegere,be BEL,"FW,MF",Charlotte,31,1991,9,7,481,5.3,0.19,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.21,0.21,0.11,0.32,3.02,5.09,7.36,0.19,0.0,0.19,0.19,0.19,0.21,0.1,0.31,0.21,0.31,Matches,2023,5.3,30.2,16.8,10.9,1.51,38.7,20.6,14.0,2.08,78.0,81.7,78.4,72.7,452.1,155.5,30.2,16.8,10.9,1.51,38.7,20.6,14.0,2.08,78.0,81.7,78.4,72.7,30.2,16.8,10.9,1.51,38.7,20.6,14.0,2.08,78.0,81.7,78.4,72.7,30.2,16.8,10.9,1.51,38.7,20.6,14.0,2.08,78.0,81.7,78.4,72.7,0.0,0.15,-0.11,0.94,2.45,1.7,0.0,0.19,2.26,0.57,25.0,2.25,0.56,0.08,0.33,14.6,0.0,0.0,0.0,0.09,-0.02,-0.02,52.5,0.57,5.85,22.1,24.5,4.34,52.5,0.75,25.0,1.51,50.0,35.7,0.94,2.83,1.7,38.7,1.89,0.75,1.13,1.89,0.75,50.0,0.75,1.89,1.89,0.94,2.83,0.57,0.0,3.4,3.36,0.38,0.0,0.57,0.0,0.0,0.0,0.38,0.37,0.38,0.0,0.57,0.0,0.0,0.0,0.0,1.13,1.7,0.38,2.08,0.94,1.13,0.0,0.19,0.0,5.85,0.75,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marky Delgado,us USA,MF,LA Galaxy,27,1995,30,25,2313,25.7,0.08,0.08,0.16,0.08,0.0,0.0,0.23,0.0,0.07,0.07,0.11,0.18,2.26,7.04,6.15,0.08,0.08,0.16,0.08,0.16,0.07,0.11,0.18,0.07,0.18,Matches,2023,25.7,50.7,27.6,17.2,2.96,59.4,30.1,20.1,4.4,85.3,91.8,85.9,67.3,755.8,250.6,50.7,27.6,17.2,2.96,59.4,30.1,20.1,4.4,85.3,91.8,85.9,67.3,50.7,27.6,17.2,2.96,59.4,30.1,20.1,4.4,85.3,91.8,85.9,67.3,50.7,27.6,17.2,2.96,59.4,30.1,20.1,4.4,85.3,91.8,85.9,67.3,0.08,0.14,-0.03,1.48,5.64,1.25,0.19,0.08,0.82,0.19,23.8,0.82,0.19,0.1,0.4,19.6,0.0,0.0,0.0,0.09,0.01,0.01,69.6,1.95,13.7,38.7,17.7,1.52,69.6,0.47,46.2,0.47,46.2,40.4,0.23,1.13,0.7,50.6,2.14,1.01,1.28,2.14,1.01,40.0,1.52,1.79,1.4,1.4,3.54,1.01,0.0,3.77,3.77,0.08,0.0,0.04,0.0,0.12,0.0,0.23,0.23,0.08,0.0,0.04,0.0,0.12,0.0,0.0,1.21,0.89,0.08,1.91,1.4,1.28,0.0,0.0,0.0,6.34,0.54,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Díaz,cr CRC,FW,Colorado Rapids,24,1998,3,0,92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,8.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.28,0.03,0.32,0.28,0.32,Matches,2023,1.0,23.0,14.0,5.0,3.0,36.0,16.0,8.0,5.0,63.9,87.5,62.5,60.0,369.0,89.0,23.0,14.0,5.0,3.0,36.0,16.0,8.0,5.0,63.9,87.5,62.5,60.0,23.0,14.0,5.0,3.0,36.0,16.0,8.0,5.0,63.9,87.5,62.5,60.0,23.0,14.0,5.0,3.0,36.0,16.0,8.0,5.0,63.9,87.5,62.5,60.0,0.0,0.2,0.0,1.0,1.0,3.0,1.0,0.0,5.0,3.0,60.0,4.89,2.93,0.0,0.0,19.9,0.0,0.0,0.0,0.06,-0.3,-0.3,54.0,1.0,7.0,17.0,30.0,7.0,54.0,1.0,14.3,4.0,57.1,35.0,2.0,2.0,2.0,40.0,2.0,1.0,1.0,2.0,1.0,50.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.94,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Díaz,cr CRC,"DF,MF",Columbus Crew,24,1998,4,0,83,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,4.44,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023,0.9,33.3,14.4,13.3,3.33,44.4,16.7,20.0,5.56,75.0,86.7,66.7,60.0,582.2,101.1,33.3,14.4,13.3,3.33,44.4,16.7,20.0,5.56,75.0,86.7,66.7,60.0,33.3,14.4,13.3,3.33,44.4,16.7,20.0,5.56,75.0,86.7,66.7,60.0,33.3,14.4,13.3,3.33,44.4,16.7,20.0,5.56,75.0,86.7,66.7,60.0,0.0,0.11,0.0,0.0,0.0,2.22,1.11,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,54.4,2.22,4.44,20.0,33.3,3.33,54.4,6.67,85.7,0.0,0.0,43.3,2.22,6.67,1.11,43.3,1.11,0.0,1.11,1.11,0.0,,0.0,0.0,0.0,0.0,1.11,1.11,0.0,1.11,1.08,0.0,0.0,0.0,0.0,0.0,0.0,1.11,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.44,1.11,0.0,4.44,0.0,1.11,0.0,0.0,0.0,5.56,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bakaye Dibassy,ml MLI,DF,Minnesota Utd,33,1989,8,5,481,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.04,0.94,2.26,3.58,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.03,0.02,0.03,Matches,2023,5.3,34.0,14.5,16.6,2.83,39.6,16.4,18.3,4.34,85.7,88.5,90.7,65.2,630.0,172.8,34.0,14.5,16.6,2.83,39.6,16.4,18.3,4.34,85.7,88.5,90.7,65.2,34.0,14.5,16.6,2.83,39.6,16.4,18.3,4.34,85.7,88.5,90.7,65.2,34.0,14.5,16.6,2.83,39.6,16.4,18.3,4.34,85.7,88.5,90.7,65.2,0.0,0.02,-0.02,0.19,2.26,0.38,0.38,0.0,0.57,0.19,33.3,0.56,0.19,0.0,0.0,21.2,0.0,0.0,0.0,0.03,-0.02,-0.02,47.7,3.96,19.1,22.6,6.23,1.13,47.7,0.38,66.7,0.19,33.3,24.3,0.0,1.32,0.19,31.7,1.13,0.38,0.57,1.13,0.38,50.0,0.38,1.13,0.57,0.57,1.7,2.64,0.0,0.38,0.37,0.0,0.0,0.19,0.19,0.0,0.0,0.19,0.19,0.0,0.0,0.19,0.19,0.0,0.0,0.0,1.32,0.38,0.0,0.75,0.57,0.57,0.0,0.19,0.0,4.15,0.94,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adama Diomande,no NOR,FW,Toronto FC,32,1990,5,2,166,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.06,0.11,0.56,2.78,2.22,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.1,0.04,0.1,Matches,2023,1.8,17.8,11.7,3.89,0.56,25.0,15.0,5.56,1.67,71.1,77.8,70.0,33.3,228.9,53.9,17.8,11.7,3.89,0.56,25.0,15.0,5.56,1.67,71.1,77.8,70.0,33.3,17.8,11.7,3.89,0.56,25.0,15.0,5.56,1.67,71.1,77.8,70.0,33.3,17.8,11.7,3.89,0.56,25.0,15.0,5.56,1.67,71.1,77.8,70.0,33.3,0.0,0.06,-0.06,1.11,2.22,0.56,0.0,0.0,0.56,0.0,0.0,0.54,0.0,0.0,,17.1,0.0,0.0,0.0,0.07,-0.06,-0.06,29.4,1.11,1.67,16.1,11.7,0.56,29.4,0.0,,0.0,,15.0,0.0,1.11,1.11,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.56,0.56,0.0,0.0,1.11,0.0,1.67,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.56,0.56,0.56,0.0,0.0,0.0,0.0,0.0,0.56,1.67,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clément Diop,sn SEN,GK,Atlanta Utd,29,1993,2,1,135,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023,1.5,27.3,6.0,9.33,12.0,31.3,6.0,10.0,14.7,87.2,100.0,93.3,81.8,768.0,556.7,27.3,6.0,9.33,12.0,31.3,6.0,10.0,14.7,87.2,100.0,93.3,81.8,27.3,6.0,9.33,12.0,31.3,6.0,10.0,14.7,87.2,100.0,93.3,81.8,27.3,6.0,9.33,12.0,31.3,6.0,10.0,14.7,87.2,100.0,93.3,81.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,33.3,29.3,33.3,0.0,0.0,0.0,33.3,0.0,,0.0,,16.7,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,,2.67,0.0,0.67,0.0,2.33,0.52,-0.33,-0.34,24.7,3.33,27.0,11.1,30.4,23.8,21.0,27.0,11.1,30.4,23.8,21.0,18.7,0.0,0.0,1.33,1.33,30.4,23.8,21.0
Hamady Diop,sn SEN,"DF,MF",Charlotte,20,2002,3,0,36,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023,0.4,20.0,12.5,2.5,2.5,32.5,15.0,7.5,5.0,61.5,83.3,33.3,50.0,312.5,212.5,20.0,12.5,2.5,2.5,32.5,15.0,7.5,5.0,61.5,83.3,33.3,50.0,20.0,12.5,2.5,2.5,32.5,15.0,7.5,5.0,61.5,83.3,33.3,50.0,20.0,12.5,2.5,2.5,32.5,15.0,7.5,5.0,61.5,83.3,33.3,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,52.5,12.5,42.5,10.0,0.0,0.0,52.5,2.5,100.0,0.0,0.0,17.5,0.0,0.0,0.0,15.0,2.5,0.0,2.5,2.5,0.0,0.0,2.5,2.5,2.5,0.0,2.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5.0,7.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sofiane Djeffal,fr FRA,MF,Austin,23,1999,7,3,314,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.03,0.03,0.06,0.09,0.57,3.71,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.07,0.02,0.07,Matches,2023,3.5,30.3,12.6,13.7,2.57,36.9,15.1,14.9,4.0,82.2,83.0,92.3,64.3,539.1,178.0,30.3,12.6,13.7,2.57,36.9,15.1,14.9,4.0,82.2,83.0,92.3,64.3,30.3,12.6,13.7,2.57,36.9,15.1,14.9,4.0,82.2,83.0,92.3,64.3,30.3,12.6,13.7,2.57,36.9,15.1,14.9,4.0,82.2,83.0,92.3,64.3,0.0,0.11,-0.06,0.57,4.0,0.29,0.0,0.0,0.29,0.0,0.0,0.29,0.0,0.0,,15.9,0.0,0.0,0.0,0.06,-0.03,-0.03,44.6,2.29,12.9,25.4,6.57,0.29,44.6,2.0,87.5,0.29,12.5,24.0,0.0,0.57,0.57,30.0,1.43,0.57,0.86,1.43,0.57,40.0,0.86,1.14,0.86,0.57,2.0,1.43,0.0,2.0,2.01,0.57,0.0,0.29,0.0,0.0,0.0,0.29,0.29,0.57,0.0,0.29,0.0,0.0,0.0,0.0,2.29,0.86,0.0,0.29,0.57,0.86,0.0,0.0,0.0,3.43,2.0,77.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethan Dobbelaere,us USA,FW,Seattle Sounders,20,2002,3,1,97,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.91,0.91,8.18,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.1,0.04,0.1,Matches,2023,1.1,22.7,17.3,5.45,0.0,27.3,18.2,8.18,0.0,83.3,95.0,66.7,,285.5,59.1,22.7,17.3,5.45,0.0,27.3,18.2,8.18,0.0,83.3,95.0,66.7,,22.7,17.3,5.45,0.0,27.3,18.2,8.18,0.0,83.3,95.0,66.7,,22.7,17.3,5.45,0.0,27.3,18.2,8.18,0.0,83.3,95.0,66.7,,0.0,0.0,-0.09,0.91,0.0,1.82,0.91,0.0,0.91,0.0,0.0,0.93,0.0,0.0,,15.4,0.0,0.0,0.0,0.04,0.0,0.0,31.8,0.0,1.82,14.5,15.5,1.82,31.8,0.91,50.0,0.91,50.0,21.8,0.91,2.73,0.91,28.2,0.0,0.0,0.0,0.0,0.0,0.0,2.73,0.0,0.0,0.0,0.0,0.0,0.0,1.82,1.84,0.0,0.0,0.91,0.91,0.0,0.0,0.91,0.92,0.0,0.0,0.91,0.91,0.0,0.0,0.0,0.91,0.91,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronald Donkor,ml MLI,"MF,DF",NY Red Bulls,18,2004,3,0,47,0.5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,6.0,6.0,10.0,0.0,1.91,1.91,0.0,1.91,0.0,0.28,0.28,0.0,0.28,Matches,2023,0.5,24.0,16.0,4.0,4.0,42.0,24.0,12.0,6.0,57.1,66.7,33.3,66.7,386.0,158.0,24.0,16.0,4.0,4.0,42.0,24.0,12.0,6.0,57.1,66.7,33.3,66.7,24.0,16.0,4.0,4.0,42.0,24.0,12.0,6.0,57.1,66.7,33.3,66.7,24.0,16.0,4.0,4.0,42.0,24.0,12.0,6.0,57.1,66.7,33.3,66.7,2.0,0.4,1.8,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,56.0,0.0,6.0,26.0,26.0,8.0,56.0,4.0,40.0,6.0,60.0,40.0,2.0,0.0,2.0,30.0,6.0,0.0,4.0,6.0,0.0,,0.0,0.0,0.0,2.0,8.0,0.0,0.0,4.0,3.83,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,12.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christopher Donovan,us USA,FW,Philadelphia Union,22,2000,18,4,390,4.3,0.23,0.23,0.47,0.23,0.0,0.0,0.23,0.0,0.33,0.33,0.26,0.56,1.16,2.09,6.28,0.23,0.23,0.46,0.23,0.46,0.31,0.25,0.56,0.31,0.56,Matches,2023,4.3,16.7,10.0,6.05,0.47,26.5,14.2,9.07,0.47,63.2,70.5,66.7,100.0,233.3,51.6,16.7,10.0,6.05,0.47,26.5,14.2,9.07,0.47,63.2,70.5,66.7,100.0,16.7,10.0,6.05,0.47,26.5,14.2,9.07,0.47,63.2,70.5,66.7,100.0,16.7,10.0,6.05,0.47,26.5,14.2,9.07,0.47,63.2,70.5,66.7,100.0,0.23,0.19,-0.02,1.16,1.63,0.7,0.0,0.23,1.63,0.7,42.9,1.62,0.69,0.14,0.33,13.7,0.0,0.0,0.0,0.19,-0.09,-0.09,39.3,0.93,3.49,19.1,17.7,4.88,39.3,0.47,25.0,1.4,75.0,18.8,1.16,2.56,1.4,26.7,1.16,0.93,0.93,1.16,0.93,33.3,1.86,1.16,0.93,0.47,1.63,0.47,0.0,1.86,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.93,0.47,0.7,0.47,0.93,0.0,0.0,0.0,4.19,6.74,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Griffin Dorsey,us USA,DF,Houston Dynamo,23,1999,19,10,1027,11.4,0.26,0.18,0.44,0.26,0.0,0.0,0.61,0.0,0.04,0.04,0.26,0.31,3.33,2.81,5.44,0.26,0.18,0.44,0.26,0.44,0.04,0.26,0.31,0.04,0.31,Matches,2023,11.4,36.1,18.3,14.2,2.89,44.6,20.4,16.9,4.74,80.9,89.7,83.9,61.1,602.5,155.2,36.1,18.3,14.2,2.89,44.6,20.4,16.9,4.74,80.9,89.7,83.9,61.1,36.1,18.3,14.2,2.89,44.6,20.4,16.9,4.74,80.9,89.7,83.9,61.1,36.1,18.3,14.2,2.89,44.6,20.4,16.9,4.74,80.9,89.7,83.9,61.1,0.18,0.19,-0.09,1.32,1.84,1.14,0.53,0.26,0.96,0.44,45.5,0.96,0.44,0.27,0.6,15.6,0.0,0.0,0.0,0.05,0.22,0.22,56.6,3.6,17.5,22.4,17.3,2.19,56.6,1.23,40.0,1.23,40.0,30.9,0.44,1.4,0.53,36.5,1.23,0.35,0.88,1.23,0.35,50.0,0.35,1.14,0.88,1.14,2.37,2.98,0.0,2.37,2.37,0.09,0.0,0.35,0.09,0.0,0.0,0.26,0.26,0.09,0.0,0.35,0.09,0.0,0.0,0.0,1.67,1.23,0.0,2.81,1.14,0.88,0.09,0.0,0.0,4.74,0.88,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.J. dos Santos,us USA,GK,Inter Miami,22,2000,1,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023,1.0,42.0,9.0,23.0,10.0,59.0,9.0,24.0,25.0,71.2,100.0,95.8,40.0,976.0,703.0,42.0,9.0,23.0,10.0,59.0,9.0,24.0,25.0,71.2,100.0,95.8,40.0,42.0,9.0,23.0,10.0,59.0,9.0,24.0,25.0,71.2,100.0,95.8,40.0,42.0,9.0,23.0,10.0,59.0,9.0,24.0,25.0,71.2,100.0,95.8,40.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,60.0,50.0,59.0,1.0,0.0,0.0,60.0,0.0,,0.0,,43.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,100.0,1.0,0.0,0.0,0.0,1.9,0.48,0.9,0.92,53.0,8.0,26.4,60.0,30.4,46.2,23.2,26.4,60.0,30.4,46.2,23.2,9.0,2.0,22.2,6.0,6.0,30.4,46.2,23.2
Hassani Dotson,us USA,"MF,FW",Minnesota Utd,25,1997,34,29,2572,28.6,0.1,0.1,0.21,0.1,0.0,0.0,0.1,0.0,0.18,0.18,0.11,0.29,0.94,5.28,3.64,0.1,0.1,0.21,0.1,0.21,0.18,0.11,0.29,0.18,0.29,Matches,2023,28.6,35.0,16.9,14.0,3.15,43.4,19.8,16.4,4.44,80.8,85.0,85.1,70.9,586.5,177.2,35.0,16.9,14.0,3.15,43.4,19.8,16.4,4.44,80.8,85.0,85.1,70.9,35.0,16.9,14.0,3.15,43.4,19.8,16.4,4.44,80.8,85.0,85.1,70.9,35.0,16.9,14.0,3.15,43.4,19.8,16.4,4.44,80.8,85.0,85.1,70.9,0.1,0.16,-0.0,1.22,3.74,1.4,0.24,0.1,1.71,0.52,30.6,1.71,0.52,0.06,0.2,18.4,0.07,0.0,0.0,0.1,-0.07,-0.07,56.8,2.1,11.6,28.3,17.7,2.34,56.8,1.4,55.6,1.08,43.1,30.8,0.24,1.78,1.68,36.8,2.27,0.94,1.19,2.27,0.94,57.4,0.7,1.68,1.36,1.12,3.39,1.75,0.0,3.15,3.15,0.14,0.0,0.14,0.03,0.03,0.03,0.38,0.39,0.14,0.0,0.14,0.03,0.03,0.03,0.0,0.73,1.15,0.03,1.08,1.12,1.19,0.03,0.0,0.0,5.91,1.54,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ousmane Doumbia,ci CIV,MF,Chicago Fire,30,1992,11,9,811,9.0,0.0,0.11,0.11,0.0,0.0,0.0,0.44,0.0,0.02,0.02,0.03,0.06,0.67,5.11,0.56,0.0,0.11,0.11,0.0,0.11,0.02,0.04,0.05,0.02,0.05,Matches,2023,9.0,39.1,16.8,18.8,3.22,45.8,19.2,20.4,4.78,85.4,87.3,91.8,67.4,697.3,239.2,39.1,16.8,18.8,3.22,45.8,19.2,20.4,4.78,85.4,87.3,91.8,67.4,39.1,16.8,18.8,3.22,45.8,19.2,20.4,4.78,85.4,87.3,91.8,67.4,39.1,16.8,18.8,3.22,45.8,19.2,20.4,4.78,85.4,87.3,91.8,67.4,0.11,0.04,0.08,0.44,3.78,0.67,0.22,0.0,0.44,0.0,0.0,0.44,0.0,0.0,,22.6,0.0,0.0,0.0,0.04,-0.02,-0.02,54.9,3.0,17.8,30.6,7.0,0.44,54.9,0.33,50.0,0.33,50.0,30.9,0.0,1.22,0.56,38.1,2.11,1.0,1.22,2.11,1.0,39.1,1.56,1.11,0.78,1.67,3.78,0.78,0.11,1.67,1.66,0.0,0.0,0.0,0.0,0.11,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.11,0.0,0.0,2.11,0.67,0.11,0.67,1.67,1.22,0.0,0.0,0.0,6.89,0.56,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sebastián Driussi,ar ARG,"MF,FW",Austin,26,1996,28,26,2306,25.6,0.43,0.16,0.59,0.35,0.08,0.08,0.04,0.0,0.4,0.34,0.15,0.5,2.77,5.23,5.27,0.43,0.16,0.59,0.35,0.51,0.4,0.15,0.56,0.34,0.5,Matches,2023,25.6,27.5,13.4,10.3,3.13,34.3,15.3,12.3,4.38,80.2,87.8,84.1,71.4,482.3,109.5,27.5,13.4,10.3,3.13,34.3,15.3,12.3,4.38,80.2,87.8,84.1,71.4,27.5,13.4,10.3,3.13,34.3,15.3,12.3,4.38,80.2,87.8,84.1,71.4,27.5,13.4,10.3,3.13,34.3,15.3,12.3,4.38,80.2,87.8,84.1,71.4,0.16,0.13,0.0,0.82,3.13,0.9,0.12,0.43,2.89,1.13,39.2,2.89,1.13,0.12,0.31,18.3,0.16,0.08,0.08,0.12,0.03,0.01,47.1,1.72,5.63,23.9,18.8,3.4,47.0,2.38,48.4,2.15,43.7,30.4,0.51,1.95,1.29,34.2,1.33,0.43,0.9,1.33,0.43,33.3,0.86,1.13,0.9,0.31,1.64,1.29,0.0,2.81,2.81,0.27,0.04,0.16,0.04,0.04,0.0,0.47,0.47,0.27,0.04,0.16,0.04,0.04,0.0,0.0,0.86,1.33,0.04,1.64,0.31,0.9,0.04,0.0,0.0,3.71,0.9,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
